"cell","Agbl1","Bank1","Ccl5","Ccr9","Cd79a","Chil3","Cldn5","Col1a2","Col3a1","Ddx60","Dhx58","Gzma","Ifi30","Ifi35","Ifih1","Ifit1","Ifit2","Ifit3","Isg15","Kcnip4","Pkib","Prickle2","Retnlg","Rsad2","S100a8","S100a9","Samhd1","Sftpa1","Sftpb","St8sia6","Stat1","Usp18","Znfx1","unknow"
"(776.18, 2047.79)",1,1,1,0,1,0,1,1,7,2,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,6,3,1
"(776.41, 425.18)",4,21,1,2,3,0,0,8,7,2,0,0,0,0,0,0,0,0,1,5,0,0,5,1,0,0,0,0,0,0,0,9,1,27
"(776.78, 2062.60)",5,4,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,1,2,2,1
"(776.83, 2490.29)",2,9,6,0,0,0,1,0,0,5,0,0,0,0,1,0,1,2,0,17,0,0,0,2,0,0,0,1,0,3,0,0,5,9
"(776.88, 2314.07)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3
"(777.26, 1734.06)",3,3,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,1,4,0,2,2,0,0,1,0,0,1,1,0,4,7,0
"(777.30, 1828.38)",1,2,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,3,3
"(777.61, 2077.25)",0,0,0,0,1,0,0,2,2,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
"(777.67, 710.73)",0,4,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,3
"(777.82, 2024.12)",2,13,1,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,4,4,3
"(777.96, 2501.78)",2,8,6,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,7,0,1,0,2,0,0,3,1,0,1,1,0,5,9
"(777.99, 529.69)",5,1,0,1,0,0,0,8,6,7,0,0,0,0,1,0,0,0,1,4,0,0,2,6,0,0,0,0,1,0,3,6,15,5
"(778.13, 992.92)",3,0,0,0,0,0,2,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0
"(778.30, 2419.40)",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
"(778.62, 1205.60)",2,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,15,0,1
"(778.76, 2189.36)",7,8,1,0,3,0,0,1,7,1,0,0,0,0,1,1,0,0,2,3,1,0,0,2,0,0,1,2,2,1,0,1,3,11
"(778.78, 741.97)",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1
"(779.28, 866.72)",4,4,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6
"(779.35, 1857.20)",0,3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"(779.35, 40.68)",2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2
"(779.44, 1121.77)",3,2,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"(779.55, 1353.21)",1,2,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21
"(779.63, 1868.31)",1,6,0,0,0,0,0,2,1,3,0,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,1,0,8,0,0,0,4,2
"(779.83, 1982.66)",4,1,0,0,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,1
"(779.90, 2478.50)",0,2,1,0,7,0,0,2,2,2,0,0,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0,5,2,11
"(78.01, 959.50)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,2,1
"(78.27, 463.06)",1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"(78.29, 282.55)",4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1
"(78.64, 2562.36)",5,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"(78.66, 2646.21)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"(78.70, 775.72)",1,1,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"(78.72, 571.71)",5,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,4
"(78.81, 2329.55)",3,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,1,0,4,0,5
"(78.85, 63.11)",1,5,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,6,3,1
"(780.10, 906.35)",2,6,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,0,0,4,0,0
"(780.38, 2447.14)",1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2
"(780.41, 2665.90)",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0
"(780.45, 188.23)",1,4,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,1,0,0,4,5,0
"(780.54, 2000.95)",3,6,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,2,7,1
"(780.55, 2297.27)",8,5,1,0,3,0,0,1,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,4,3
"(780.88, 2629.28)",2,1,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
"(780.89, 762.40)",1,2,0,0,1,0,1,2,0,4,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,2,3,2
"(780.92, 1710.81)",0,7,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,4,3
"(781.20, 592.54)",5,7,0,1,2,0,0,2,2,2,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,1,0,2,3,3
"(781.31, 980.77)",0,8,1,0,5,0,0,9,8,5,0,2,1,0,2,0,0,0,0,4,0,0,3,0,0,0,0,0,6,0,1,2,4,2
"(781.40, 1924.41)",1,1,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,3,3,6,2
"(782.17, 1191.33)",1,1,0,0,2,0,0,2,7,3,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,12,3,0
"(782.61, 953.29)",1,15,0,0,1,0,0,1,13,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,9,0,1,1,5,4
"(782.66, 2232.59)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(782.80, 700.73)",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"(783.06, 2275.75)",2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(783.38, 2267.18)",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3
"(783.41, 636.86)",4,7,2,1,1,0,0,3,4,2,0,1,0,0,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,2,1,6,7
"(783.87, 683.55)",2,0,0,0,6,0,2,0,0,7,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,8,3,1
"(783.99, 1178.46)",1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,6,4
"(784.17, 1944.49)",4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,2,1,3,2
"(784.24, 665.50)",7,9,0,1,1,0,0,18,3,30,0,8,0,0,3,0,1,0,0,20,1,0,0,3,0,0,1,0,1,0,6,7,11,12
"(784.34, 2464.62)",10,2,0,2,6,0,2,5,7,7,0,0,0,1,0,0,0,0,2,4,0,0,14,0,0,0,0,0,0,0,1,2,3,2
"(784.49, 726.95)",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0
"(784.98, 1013.63)",0,6,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5
"(785.25, 554.89)",11,5,2,0,7,0,2,9,10,10,0,0,0,0,3,1,0,0,1,12,0,1,1,4,2,0,2,0,2,2,1,5,17,17
"(785.56, 1160.88)",2,7,3,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,1,5,2,2
"(786.00, 468.65)",5,6,0,0,0,0,0,10,27,1,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,2,0,0,0,5,2,4
"(786.09, 1892.17)",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1
"(786.20, 837.62)",4,0,0,3,0,0,0,8,2,12,0,0,0,0,1,0,0,1,0,5,0,0,0,3,0,0,0,1,0,0,7,4,8,2
"(786.29, 1877.00)",0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0
"(786.29, 2039.07)",5,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"(786.30, 1816.83)",1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
"(786.43, 927.78)",1,1,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,2
"(786.55, 2676.59)",0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
"(787.33, 650.88)",2,2,0,0,1,0,0,2,5,3,0,1,0,0,1,0,0,1,0,7,0,0,0,2,0,0,0,0,0,0,0,3,0,1
"(787.46, 1218.57)",0,0,0,1,7,0,0,5,28,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,26,7,2
"(787.55, 819.61)",2,21,1,1,5,0,0,1,3,5,0,0,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,1,14,1,0,1,1,3
"(787.61, 2114.65)",6,1,2,0,0,0,2,2,1,6,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,4,0,3
"(788.46, 2524.57)",3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
"(788.55, 2687.37)",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(788.63, 1116.03)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(788.93, 893.66)",11,3,0,0,1,0,1,3,1,5,1,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,8,0,9
"(789.12, 737.43)",0,9,0,0,3,1,0,9,7,4,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,6,0,0,4,10,1
"(789.41, 714.97)",2,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
"(789.43, 2149.37)",6,3,1,1,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,7,7
"(789.84, 1918.46)",1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,3
"(789.88, 1827.03)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
"(789.91, 1978.62)",5,7,1,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,1,0,2,2,1
"(79.07, 2113.80)",1,4,2,1,1,0,1,0,5,4,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,3,3,17,0
"(79.28, 2288.38)",6,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,0,0,2,6,5
"(79.47, 552.83)",1,8,1,0,2,0,0,2,4,1,0,0,0,0,0,2,0,0,0,10,0,2,0,0,0,0,0,0,1,0,0,6,2,5
"(79.79, 1057.92)",1,10,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,4,0,0,2,4,5
"(790.10, 829.84)",3,11,0,0,2,1,0,1,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,3,1,2
"(790.18, 1963.42)",1,2,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,2,0,0,2,4,0
"(790.31, 807.53)",1,8,2,0,0,0,0,0,2,3,0,2,0,0,1,1,0,3,0,3,0,0,0,0,0,0,1,0,1,2,0,2,1,2
"(790.55, 2661.54)",2,1,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,2,6,3
"(790.71, 2299.28)",2,5,3,1,2,0,0,2,11,6,0,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,3,1,6
"(790.80, 192.11)",0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,2,1,1
"(790.81, 2238.78)",0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,3,1,3,0,0,4,2,7
"(791.00, 2186.95)",1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,0,0,1,4,0
"(791.18, 504.94)",2,2,0,0,0,0,1,8,8,3,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,2,0,0,0,1,10,4,5
"(791.19, 485.02)",1,4,1,0,2,0,0,9,22,1,0,0,0,0,0,0,0,0,0,4,0,0,17,2,1,0,0,1,0,0,0,2,1,5
"(791.21, 2102.05)",2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,7,3,1
"(791.31, 1758.22)",2,1,0,0,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,3,2
"(791.56, 631.91)",4,5,3,0,1,1,0,2,3,2,0,0,0,0,0,0,0,0,0,4,0,1,4,3,0,0,0,1,2,0,2,3,1,3
"(791.74, 46.63)",1,4,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,3,0,2
"(791.79, 1171.08)",3,1,0,1,0,0,0,4,10,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,21,1
"(791.85, 2341.02)",1,4,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,1,1,0,0,0,1,1,9
"(791.91, 2437.16)",0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,4,3,11
"(791.92, 1842.46)",0,3,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,5,3,8
"(792.06, 2017.75)",1,8,1,2,2,0,0,9,4,7,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,1,0,0,12,6,7
"(792.12, 183.57)",0,5,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,1,0,0,0,0,1,4,3
"(792.51, 2449.48)",6,1,1,0,2,0,0,2,6,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,1,2
"(792.69, 2202.14)",6,16,0,1,0,0,3,0,1,5,0,0,0,0,0,0,0,0,2,5,0,4,1,2,0,0,0,5,9,2,1,1,5,2
"(792.72, 1905.97)",0,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,8,7
"(792.86, 2374.28)",3,24,1,2,1,1,1,2,7,6,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,4,11,1,2,13,15,7
"(792.89, 2618.41)",4,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,5
"(793.32, 2167.13)",4,2,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,2,0,5
"(793.54, 689.37)",0,1,0,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,1,3,0
"(793.61, 2255.90)",1,13,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,5,0,3,0,1,1,0,0,0,5,0,0,3,3,0
"(793.92, 770.10)",0,2,0,0,12,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,10
"(793.96, 2629.54)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"(794.12, 993.29)",7,7,1,0,0,0,0,1,6,8,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,4,8,1
"(794.28, 2309.09)",0,4,0,0,1,0,0,2,5,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,8,0,0,14,5,7
"(794.31, 37.76)",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,9,0,0,1,0,0
"(794.42, 603.21)",2,0,2,0,1,0,0,4,10,8,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,2,0
"(794.82, 70.59)",0,0,0,0,8,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"(794.85, 641.80)",3,16,1,1,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,2,9,0,1,2,0,6
"(794.94, 2053.28)",4,24,0,0,0,1,0,5,6,6,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,3,14,0,0,5,6,3
"(795.03, 2032.38)",1,1,0,0,3,0,1,3,0,1,0,1,0,0,0,1,0,4,0,2,1,0,0,2,0,0,0,0,0,0,1,7,1,9
"(795.54, 2178.86)",0,9,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,2,1,7
"(795.70, 200.48)",1,11,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,8,0,0,5,7,5
"(795.71, 1943.72)",1,17,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,4,5,0,0,5,7,1
"(796.02, 2270.86)",2,7,2,1,1,0,0,7,5,8,0,1,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,6,2,1,7,6,10
"(796.21, 2331.53)",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"(796.32, 2708.00)",0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3
"(796.45, 1990.89)",4,2,0,0,1,0,0,0,1,3,0,1,1,1,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,2,9,8,7
"(796.58, 1884.01)",0,9,1,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,0,2,0,2,0,0,3,1,0,0,10,0,0,1,6,0
"(796.63, 2638.26)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,5
"(796.77, 2652.71)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"(797.43, 26.43)",5,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0
"(797.44, 2579.54)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(797.65, 2691.59)",0,9,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,3,0,2,3,1,4
"(798.04, 749.31)",1,2,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,3,2,5,2
"(798.32, 2724.37)",1,8,0,0,2,0,0,0,1,4,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,2,2
"(798.36, 2132.52)",5,3,0,1,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,5
"(798.41, 2087.25)",2,4,1,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,11,4,4
"(798.50, 581.58)",8,7,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,6,0,1,0,1,0,0,0,1,1,0,0,4,4,4
"(798.54, 659.62)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
"(798.56, 1972.76)",1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"(798.68, 2291.02)",0,18,2,0,1,1,0,2,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,2,0,0,1,3,8
"(798.73, 60.96)",0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"(798.74, 2246.44)",3,2,3,0,6,1,0,0,7,10,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,5,0,2,5,8,5
"(799.01, 966.89)",1,4,4,0,0,0,0,8,12,1,0,2,0,0,0,0,2,0,0,2,0,0,6,2,0,0,0,0,0,0,2,0,6,6
"(799.03, 2668.72)",0,10,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,8,1,1,1,6,4
"(799.09, 929.69)",2,6,0,0,0,1,0,1,5,12,0,0,0,0,0,0,0,1,1,0,0,1,0,3,2,0,0,0,12,0,1,6,4,5
"(799.19, 714.80)",0,0,0,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,2,0,5
"(799.37, 2680.06)",1,5,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,2,1,5,2
"(799.42, 2740.54)",4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1
"(799.50, 175.24)",0,4,2,0,0,0,0,1,3,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,3,10,6
"(799.50, 862.01)",4,4,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,1,4,1
"(799.53, 518.11)",2,2,1,0,0,0,0,5,15,5,0,1,0,0,0,0,0,0,3,2,0,0,2,2,0,0,0,0,0,0,0,15,10,3
"(8.25, 834.98)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"(8.34, 314.25)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7
"(80.01, 1544.53)",0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,2,0,0,10,0,3
"(80.07, 1173.20)",6,6,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,2
"(80.29, 2576.05)",4,2,0,2,2,0,1,1,3,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,2
"(80.66, 138.34)",1,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,1,0,0,0,0,0,0,3,5,3
"(80.79, 2757.89)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
"(80.81, 729.97)",0,3,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"(80.86, 166.13)",1,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,2,2
"(800.07, 1254.47)",21,6,1,2,11,0,2,13,83,11,0,0,1,0,1,0,0,1,1,5,0,1,66,2,0,0,0,0,0,0,0,18,11,13
"(800.11, 947.32)",0,2,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,0,1,0,2,0,13,6
"(800.84, 668.58)",12,0,0,0,2,0,6,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,2,0
"(801.03, 2356.60)",0,2,0,0,1,0,0,1,6,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,1,0
