"cell","Agbl1","Bank1","Ccl5","Ccr9","Cd79a","Chil3","Cldn5","Col1a2","Col3a1","Ddx60","Dhx58","Gzma","Ifi30","Ifi35","Ifih1","Ifit1","Ifit2","Ifit3","Isg15","Kcnip4","Pkib","Prickle2","Retnlg","Rsad2","S100a8","S100a9","Samhd1","Sftpa1","Sftpb","St8sia6","Stat1","Usp18","Znfx1","unknow"
"(10.03, 792.90)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"(10.04, 734.41)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
"(10.41, 252.07)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"(10.74, 118.08)",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1
"(100.25, 599.13)",2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
"(100.65, 922.09)",0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(100.75, 2392.52)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(100.84, 1740.04)",0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1
"(100.93, 496.89)",2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
"(100.94, 1717.71)",0,7,1,0,0,0,0,1,3,5,0,0,0,0,0,1,0,0,0,5,0,3,0,1,0,0,0,0,2,0,0,23,5,2
"(1000.08, 1810.40)",0,1,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2
"(1000.36, 1993.80)",1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"(1000.48, 2429.02)",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,4,0,1
"(1000.70, 2411.93)",0,26,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,16,1,0,1,13,2
"(1000.72, 379.97)",0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,4,2,2
"(1000.78, 155.28)",0,5,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,3,1
"(1000.87, 2151.64)",4,7,0,0,0,0,0,1,20,3,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,1,0,0,0,3,1,14,5
"(1000.88, 1760.01)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1
"(1001.25, 104.98)",1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"(1001.27, 2353.18)",1,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"(1001.56, 237.12)",2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,5,3,1
"(1002.24, 2395.56)",3,3,2,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,4,2
"(1002.34, 2804.08)",0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"(1002.49, 2694.32)",4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1002.73, 2823.29)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"(1002.88, 737.57)",3,6,1,0,2,0,0,2,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2
"(1002.96, 1670.61)",1,6,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,1,1,13,5
"(1003.07, 1921.76)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1003.24, 2170.12)",0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1003.45, 1617.23)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1004.03, 203.30)",1,1,0,0,4,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
"(1004.14, 310.39)",0,6,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,3,2
"(1004.21, 40.51)",0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2
"(1004.31, 1690.94)",2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"(1004.35, 17.39)",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
"(1004.52, 262.36)",3,17,0,0,0,0,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,2,0,4,1
"(1004.74, 2747.07)",0,3,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2
"(1004.89, 2447.78)",1,11,0,0,1,0,0,1,11,2,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,3
"(1005.01, 2585.33)",1,4,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,7,0,0,1,2,1
"(1005.01, 77.80)",1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,2,0,0
"(1005.27, 1701.62)",0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0
"(1005.28, 2161.83)",0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"(1005.65, 2780.37)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1005.87, 252.54)",0,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,1,2,0
"(1006.01, 835.75)",1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"(1006.39, 1603.03)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1006.42, 1798.32)",3,1,1,0,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,0
"(1006.46, 370.66)",1,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,2
"(1006.48, 2247.06)",2,3,2,0,1,0,1,5,15,8,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,3,1
"(1006.53, 2718.43)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1006.71, 2598.05)",1,3,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"(1006.76, 2540.25)",2,8,0,0,1,1,0,1,1,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,2,0,1,0,8,3
"(1006.82, 91.09)",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"(1006.88, 1104.78)",1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"(1007.13, 1540.55)",3,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"(1007.15, 2651.33)",0,4,2,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,3
"(1007.20, 2339.98)",1,0,0,0,0,0,0,3,9,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1
"(1007.51, 30.04)",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0
"(1007.74, 144.58)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"(1007.91, 2664.36)",1,2,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1
"(1007.96, 1468.93)",6,18,0,0,3,0,0,1,2,5,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,3,9,0,0,0,9,7
"(1008.11, 2639.68)",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"(1008.40, 2348.74)",0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"(1008.52, 2621.93)",0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"(1008.57, 159.55)",0,1,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1009.09, 2529.39)",2,5,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,4,1,4
"(1009.20, 1779.69)",0,1,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"(1009.23, 345.49)",0,19,0,0,1,0,0,28,14,1,0,0,0,0,0,1,0,0,0,6,0,2,13,2,0,1,0,1,8,0,0,9,6,8
"(1009.26, 130.85)",1,21,1,0,0,0,0,5,5,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,1,4,0,1,1,7,8
"(1009.80, 278.22)",0,1,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,0
"(1009.89, 2464.19)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1009.93, 2231.30)",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,2,0
"(101.51, 1039.34)",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
"(101.62, 2434.77)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"(101.89, 1952.89)",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"(101.90, 1581.34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,3,2
"(101.92, 1387.48)",0,11,0,1,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,1,0
"(1010.20, 2865.38)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8
"(1010.54, 1440.84)",2,1,0,0,2,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,4,14
"(1010.65, 2550.42)",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"(1010.72, 2476.81)",0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1010.78, 2632.19)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
"(1010.94, 1483.82)",6,4,1,0,0,0,0,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,4,3
"(1010.98, 1341.92)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"(1011.05, 2500.97)",0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"(1011.16, 239.61)",1,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"(1011.35, 2313.40)",5,4,1,0,0,0,0,1,7,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1
"(1011.43, 705.01)",0,2,1,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,1,0,0,0,2,5,5
"(1011.55, 1764.89)",0,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3
"(1011.92, 2007.42)",0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"(1011.97, 2367.63)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"(1012.10, 2578.71)",0,10,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0
"(1012.48, 1509.97)",10,11,0,0,1,0,1,1,7,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,8,0,1,3,9,3
"(1012.48, 1612.38)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"(1012.54, 2569.49)",0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1012.57, 361.51)",0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,6,1,2
"(1012.70, 1093.65)",0,2,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"(1012.77, 1940.31)",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1013.07, 2324.88)",0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"(1013.74, 1696.18)",0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,1
"(1014.17, 2382.44)",1,3,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,5,2
"(1014.25, 1660.84)",1,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,8,3
"(1014.69, 287.76)",0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,2
"(1014.73, 2748.72)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1014.90, 1530.83)",5,1,0,0,0,0,9,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,2
"(1014.91, 751.38)",4,1,0,0,0,0,0,10,20,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,2,8
"(1014.98, 2405.74)",3,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"(1015.06, 2352.00)",1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1015.27, 1593.70)",4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,13,9
"(1015.33, 1901.07)",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"(1015.59, 2375.00)",0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1015.68, 1121.08)",4,2,2,1,2,0,1,3,13,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,20,4,4
"(1015.69, 33.93)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1015.76, 1791.54)",0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"(1015.81, 2435.22)",3,11,2,0,0,0,0,4,6,5,0,1,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,1,5,7,4
"(1015.82, 2256.81)",2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2
"(1016.37, 1423.77)",0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"(1016.50, 2735.40)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1016.82, 2454.20)",1,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"(1017.11, 2818.67)",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1017.14, 796.97)",1,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,5,2,1
"(1017.16, 1492.59)",2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1017.28, 2488.84)",3,15,1,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,1,1,3,6
"(1017.30, 1996.15)",3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,3
"(1017.33, 209.84)",0,1,2,0,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"(1017.56, 2837.45)",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1
"(1017.63, 2765.72)",0,5,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"(1017.72, 1809.59)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,5
"(1017.86, 2267.14)",2,1,1,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,1,1,2
"(1017.87, 1668.86)",0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"(1018.19, 150.17)",5,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,3
"(1018.28, 695.01)",0,12,0,0,0,1,0,5,9,4,0,0,0,0,0,0,0,0,0,2,0,2,5,0,1,1,0,2,8,0,0,20,2,1
"(1018.97, 13.46)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
"(1019.03, 2644.17)",0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"(1019.29, 2622.39)",1,4,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,3,2
"(1019.68, 1640.55)",4,1,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,5
"(102.28, 1268.55)",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,1,1,0,2,0,2
"(102.37, 1093.10)",0,6,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,3,4,1
"(102.51, 1072.18)",4,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,6,2,5
"(102.57, 2112.91)",3,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,8,6
"(102.57, 799.95)",0,0,1,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,1,2
"(102.61, 2267.69)",2,1,0,0,4,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5,1,9
"(102.74, 2591.24)",1,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2
"(102.78, 1165.30)",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,2
"(1020.35, 1688.49)",1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,4,4
"(1020.51, 1770.98)",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,4,7,5
"(1020.61, 2358.95)",2,10,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2
"(1020.72, 826.58)",0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
"(1020.89, 256.06)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,2
"(1020.93, 166.34)",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0
"(1021.34, 2010.07)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1
"(1021.54, 242.18)",0,12,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,1,12,0,0,2,3,0
"(1021.62, 1101.13)",1,0,1,0,1,0,0,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,1
"(1021.63, 2794.32)",2,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0
"(1021.80, 201.47)",0,5,0,1,5,0,0,0,3,6,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,0,2,1,5,6,5
"(1021.88, 1546.21)",22,2,1,0,0,0,3,4,2,8,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,13,1
"(1021.98, 2298.83)",1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"(1021.99, 816.49)",0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
"(1022.00, 1630.20)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"(1022.02, 311.54)",1,26,4,0,0,0,0,8,15,5,0,0,0,0,0,0,0,0,0,6,1,4,1,0,0,0,0,0,13,0,0,6,4,1
"(1022.19, 2318.84)",2,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2
"(1022.32, 1679.71)",0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,10,3,3
"(1023.84, 2571.16)",0,0,0,0,0,0,0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2
"(1023.87, 265.65)",2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,2,4,0
"(1023.91, 354.20)",3,15,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,0,0,1,2,3
"(1023.96, 2603.59)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,4
"(1024.53, 2023.53)",4,3,1,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,4,6
"(1024.64, 1987.50)",0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,1,0
"(1024.69, 1434.37)",0,1,1,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,4,2,2
