"cell","Agbl1","Angptl4","Bank1","Ccl5","Ccr9","Cd226","Cd44","Cd79a","Chil3","Cldn5","Col1a2","Col3a1","Col4a1","Col6a1","Col6a2","Col6a3","Ddx60","Dhx58","Gzma","H5NA","HA","Ifi30","Ifi35","Ifih1","Ifit1","Ifit2","Ifit3","Isg15","Kcnip4","M","NP","NS","Nectin2","PA","PA.97T","PA.T97I","PB1","PB2","PB2.192E","PB2.220I","PB2.627E","PB2.E192K","PB2.E627K","PB2.I220V","Pkib","Prickle2","Retnlg","Rsad2","S100a8","S100a9","Samhd1","Sdc2","Sdc4","Sftpa1","Sftpb","St8sia6","Stat1","Tlr4","Usp18","Znfx1"
"(1285.42, 2447.08)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,1,0,0,0,3,0,0,0
"(1286.10, 2488.14)",0,4,0,4,0,0,0,0,0,0,2,3,0,2,0,0,7,0,0,0,2,0,0,6,0,0,0,0,5,2,0,1,5,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,8,2,0,0,0,1,0,0,0
"(1286.75, 1243.31)",0,1,0,0,1,0,0,0,0,6,0,0,1,2,2,0,7,0,1,0,0,2,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,4,0,0,1,14,6,0,0,0,2,2,1,8
"(1287.35, 2225.27)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,3
"(1287.46, 1004.50)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,2
"(1287.50, 1869.12)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,4
"(1288.44, 1804.92)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0
"(1288.58, 742.44)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,7,6,0,0,4,0,1,3
"(1288.61, 1361.57)",2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,3,0,0,0,4,4,2,1,0,0,0,0,0
"(1289.09, 488.40)",0,1,0,2,0,1,0,0,0,0,10,2,0,6,3,0,8,0,1,1,1,0,1,4,1,2,1,0,0,3,0,0,1,0,1,0,0,0,0,0,14,1,0,0,0,0,0,3,0,0,0,21,28,0,0,0,3,1,0,6
"(1289.64, 1409.94)",2,0,0,0,0,0,0,0,2,1,0,3,0,8,1,0,7,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,13,2,14,0,1,0,3,5
"(129.87, 1579.39)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,2,10,0,0,0,1,0,0,1
"(1290.28, 1045.61)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0
"(1290.29, 818.07)",0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,5,0,0,2,1,1,0,2,0,0,1,1,0,0,1,7,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,7,0,0,1,2,9,0,0,0,0,2,0,0
"(1290.54, 1332.41)",1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,2,0,0,2,12,3,0,0,0,3,0,0,6
"(1290.69, 1945.81)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,1,1,0,0,0
"(1290.96, 2136.73)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"(1291.12, 2474.76)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"(1291.37, 1973.31)",0,1,0,0,0,0,0,0,0,7,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,1
"(1291.50, 2017.77)",2,0,0,0,0,0,0,0,1,0,2,1,0,9,1,0,3,1,0,2,1,2,1,1,0,0,0,4,0,1,1,1,0,0,0,0,0,0,1,0,8,0,1,0,0,0,1,3,0,0,0,15,9,2,0,1,4,0,1,3
"(1292.97, 1172.45)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,0,0,0,0,0,0,0,0,1,3,17,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,1,1
"(1293.07, 391.35)",2,7,0,0,0,0,0,0,0,1,34,18,0,11,5,0,19,0,0,0,2,0,1,4,0,0,1,0,0,4,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,16,4,0,0,0,17,12,0,0,0,3,0,0,3
"(1293.20, 804.50)",0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,1,1,1,10,0,0,0,0,0,0,2,0,12,0,2,0,0,0,0,7,0,0,5,5,5,0,0,0,0,1,0,1
"(1293.72, 1521.41)",3,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,13,0,0,0,0,4,1,0,0,0,0,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,7,15,24,0,4,0,1,3
"(1293.74, 2668.32)",1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,13,1,5,10,0,0,0,0,0
"(1295.32, 1491.43)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"(1295.74, 2117.31)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"(1295.81, 2250.76)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"(1296.39, 1288.12)",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0
"(1298.39, 720.30)",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,7,2,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,15,12,0,0,0,0,4
"(1298.51, 2436.53)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,0,4,0,3
"(1299.96, 1994.73)",0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,1
"(13.79, 2324.51)",2,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,1,0,2,0
"(13.93, 1960.28)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,1,0,9,1,0,1,0,1,3
"(130.73, 2441.79)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2
"(130.74, 1501.60)",2,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,5,0,0,0,3,0,0,4
"(130.74, 2493.61)",3,5,1,0,0,0,0,0,0,4,0,0,0,1,0,0,1,2,0,1,1,0,0,1,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,9,0,0,0,1,0,2,7
"(130.78, 565.27)",0,0,0,0,0,0,0,0,0,0,2,2,0,8,1,0,4,7,0,0,0,1,0,1,0,0,0,6,0,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,4,0,2,0,3,5,0,0,0,0,1,2,0
"(1300.20, 764.91)",0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,21,0,0,1,2,8,0,0,0,0,1,0,1
"(1300.26, 954.63)",0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,9,0,0,3,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,1,8,3,0,0,0,0,0,0,3
"(1300.33, 1885.72)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,4,2,0,0,1,3,0,0,2
"(1300.79, 2634.26)",9,1,0,0,0,0,0,0,0,10,2,0,1,4,0,0,6,1,0,1,0,0,0,4,0,0,0,3,3,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,6,3,1,0,1,0,1,5
"(1301.38, 1551.77)",1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"(1301.71, 2345.92)",3,0,0,0,0,0,0,0,0,0,2,3,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,5,0,0,0,4,0,0,0
"(1301.84, 2106.98)",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,1,0,0,0
"(1302.47, 1154.51)",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,0,0,2,0,3,2,3,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0
"(1302.74, 2153.35)",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0
"(1303.40, 2007.26)",1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,3,1,0,0,0,2,0,0,1
"(1303.51, 1116.67)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"(1305.70, 929.07)",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,1,0,5,0,1,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,1,1,0,0
"(1305.78, 2466.36)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,1,1,0,0,0,1
"(1306.02, 869.52)",0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,9,0,0,1,2,0,0,2,0,0,0,3,0,0,0,10,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,1,1,23,0,0,0,2,0,0,5
"(1306.23, 1761.71)",0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,4,0,0,0,0,0,0,1
"(1307.00, 1792.99)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,2,1
"(1307.58, 2237.65)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
"(1307.84, 1097.91)",0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,13,1,0,0,0,0,0,0,2
"(1307.91, 2127.30)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,4
"(1308.00, 1298.33)",0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,2,0,2,3
"(1308.48, 1909.73)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,2,0,0,0,1,0,0,0
"(1308.69, 2220.98)",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,2,2,0,0,0,0,1,0,2
"(131.53, 1800.30)",2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"(131.69, 2537.44)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,6,0,0,0,0,0,0,0
"(1310.15, 1505.12)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0
"(1310.20, 1819.18)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,2
"(1310.22, 1067.22)",1,0,0,1,0,0,0,0,0,1,4,6,0,3,1,0,3,0,0,0,0,0,1,0,0,0,0,4,0,5,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,10,5,0,0,0,1,0,1,4
"(1310.36, 1347.85)",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0
"(1310.45, 2376.23)",9,2,0,0,0,0,0,0,0,5,1,0,0,2,2,0,10,0,0,0,0,0,3,0,0,0,0,4,0,1,0,4,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,2,4,0,0,4,0,0,5
"(1310.68, 1981.50)",0,0,0,0,0,0,0,0,0,0,1,2,0,7,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,1,0,0,2
"(1311.35, 2322.23)",1,1,2,0,0,0,0,0,0,0,7,16,0,10,7,0,17,0,0,0,1,2,3,6,0,0,0,11,0,6,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,1,0,2,1,9,13,0,0,0,4,0,1,14
"(1311.41, 2410.77)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
"(1311.49, 1414.05)",0,2,0,0,0,1,0,0,0,0,0,0,1,6,1,0,3,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,3,13,16,0,1,0,0,3
"(1311.80, 742.94)",0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,3,2,0,3,0,0,6
"(1312.26, 1939.21)",2,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7,3,0,0,0,1,1,0,2
"(1312.38, 2350.81)",2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
"(1312.62, 1471.77)",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"(1312.64, 1160.28)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1313.65, 1556.44)",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"(1314.28, 1448.51)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1
"(1314.36, 1482.63)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"(1315.82, 2194.24)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,2
"(1315.96, 2717.24)",0,0,0,0,0,2,0,0,0,0,3,12,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10,4,4,0,0,1,0,2,0,0,0,7,2,7,0,0,0,0,1,0,0,1,7,10,0,0,0,3,0,0,3
"(1316.07, 2653.78)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,5,7,15,2,0,1,0,0,5
"(1316.79, 2685.72)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,1,0,3,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,6
"(1317.09, 1138.62)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,1,0,3,3,0,0,0,0,0,0,0
"(1317.21, 2424.18)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"(1318.32, 1174.13)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"(1318.75, 967.33)",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0
"(1318.79, 1782.98)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1
"(1318.90, 1315.67)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,1,3
"(132.13, 769.62)",0,2,0,0,0,0,0,0,0,0,2,12,0,2,0,0,7,0,0,2,0,0,0,1,0,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,2,0,0,1,2,6,0,0,0,2,1,2,8
"(132.40, 2398.43)",1,0,0,0,3,0,0,0,0,0,2,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,5,0,0,6
"(132.87, 1535.12)",0,2,0,0,0,0,0,0,0,0,2,0,0,8,0,0,9,0,0,0,1,2,0,0,0,0,0,2,0,5,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,7,13,1,0,0,2,0,0,1
"(1321.21, 2063.60)",0,0,0,0,0,0,0,0,5,0,1,1,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,1,0,0,1,0,2
"(1321.40, 828.04)",0,0,0,0,0,1,1,0,1,0,0,3,0,1,0,0,5,0,0,1,3,0,0,6,0,1,0,1,0,0,1,7,0,2,0,0,0,2,0,0,8,0,0,0,0,0,0,6,0,0,2,0,14,0,2,0,0,0,1,1
"(1321.64, 1505.26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,1,2,0,0,0,1,0
"(1321.64, 899.88)",0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1
"(1322.65, 1122.69)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,1,0,1
"(1322.74, 1158.65)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1323.02, 1838.07)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,1,0,0,0,0,2
"(1323.64, 986.25)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3
"(1323.80, 1010.14)",1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,0,1,0,5,2,7,0,0,0,0,1,0,0,2,6,15,1,1,0,1,0,0,1
"(1324.03, 1333.20)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1
