"cell","Agbl1","Angptl4","Bank1","Ccl5","Ccr9","Cd226","Cd44","Cd79a","Chil3","Cldn5","Col1a2","Col3a1","Col4a1","Col6a1","Col6a2","Col6a3","Ddx60","Dhx58","Gzma","H5NA","HA","Ifi30","Ifi35","Ifih1","Ifit1","Ifit2","Ifit3","Isg15","Kcnip4","M","NP","NS","Nectin2","PA","PA.97T","PA.T97I","PB1","PB2","PB2.192E","PB2.220I","PB2.627E","PB2.E192K","PB2.E627K","PB2.I220V","Pkib","Prickle2","Retnlg","Rsad2","S100a8","S100a9","Samhd1","Sdc2","Sdc4","Sftpa1","Sftpb","St8sia6","Stat1","Tlr4","Usp18","Znfx1"
"(10.56, 2466.79)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0
"(100.36, 1423.40)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
"(1000.12, 2140.72)",0,0,0,0,0,0,0,0,0,3,1,7,0,3,0,0,1,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,3,0,0,3
"(1000.16, 2159.07)",2,0,0,0,0,0,0,0,1,0,1,6,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,1,0,0,2
"(1000.22, 719.89)",0,2,0,0,0,1,0,0,0,0,3,5,0,6,2,0,6,0,1,1,0,0,1,1,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,7,1,0,0,0,8,7,0,0,0,0,0,1,4
"(1001.13, 1037.80)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,1
"(1001.58, 1227.70)",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,11,5,0,0,0,0,0,0,0
"(1001.64, 1102.94)",1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,8,0,0,1,3,8,4,0,0,0,0,1,0
"(1001.64, 2501.42)",2,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,2
"(1002.42, 1145.40)",7,2,0,0,2,0,0,0,0,8,3,3,0,2,1,0,4,1,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,4,0,0,0,1,0,0,5
"(1002.79, 1057.90)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,0,0,0,0,0,0,3
"(1003.02, 2089.86)",1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1
"(1003.81, 1311.54)",2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,2
"(1003.92, 1011.70)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1
"(1004.73, 620.12)",0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,9,0,0,1,0,2,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,5,0,10,3,1,12,0,1,0,0,3
"(1005.89, 1925.65)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,2
"(1006.28, 985.23)",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,2
"(1006.46, 2553.91)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"(1007.10, 2238.03)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
"(1007.16, 590.13)",1,2,0,0,0,2,0,1,0,0,11,2,0,12,3,0,11,1,0,0,1,2,0,2,0,0,0,7,1,1,1,3,1,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,3,0,14,19,9,16,0,0,0,2,6
"(1009.75, 1967.18)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"(101.89, 924.61)",1,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,0,3,0,0,3
"(1010.19, 825.89)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1
"(1010.36, 2031.72)",0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,5,3,0,0,0,0,0,2,4
"(1010.39, 1472.23)",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1
"(1010.47, 2528.40)",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"(1010.50, 426.30)",4,3,0,0,0,4,0,1,0,0,35,9,0,5,1,0,14,0,1,0,1,3,3,1,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,28,33,0,1,0,10,2,0,3
"(1011.38, 1979.72)",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"(1011.52, 662.60)",0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,5,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,5,1,1,7,0,1,0,0,2
"(1011.55, 794.35)",0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,0,5,0,0,3,1,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,1,12,13,0,0,0,0,0,2,3
"(1011.83, 2253.30)",1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0
"(1012.28, 2468.82)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"(1012.90, 769.88)",0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,2,11,0,0,1,0,0,0,2
"(1013.69, 688.34)",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,1
"(1014.60, 2543.13)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"(1014.68, 470.42)",0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,1
"(1014.82, 746.67)",0,2,0,0,0,0,0,0,0,0,3,2,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,1
"(1014.98, 2338.66)",1,0,0,0,0,1,0,0,0,0,1,0,0,4,2,0,3,1,0,0,0,0,2,1,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,6,5,0,0,0,3,0,0,2
"(1015.43, 1269.45)",0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,1,0,4
"(1015.69, 31.15)",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,2
"(1016.73, 706.35)",2,0,0,0,0,0,0,0,0,0,4,1,0,7,1,0,7,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,1,4
"(1017.17, 1072.21)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"(1018.04, 2514.41)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"(1018.37, 2021.10)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"(1018.95, 1446.45)",0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,1
"(102.61, 1768.36)",1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,12,0,0,0,2,0,0,3
"(1020.02, 2452.60)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"(1020.57, 2810.57)",1,0,0,0,0,0,0,0,0,0,1,6,0,5,0,0,2,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,22,12,12,2,0,1,0,0,4
"(1020.72, 2777.24)",3,1,0,1,0,1,0,1,0,0,4,1,0,2,0,0,8,0,2,1,0,1,0,3,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,16,4,6,2,1,0,0,0,3
"(1021.11, 930.47)",0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,7,0,0,0,0,0,0,2
"(1021.47, 1091.14)",1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0
"(1021.48, 1999.43)",1,1,0,0,1,1,0,1,0,0,2,0,0,5,0,0,9,0,0,0,0,0,1,4,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,0,7,0,7,0,0,0,0,2,0,0,0,5,11,0,0,0,0,1,0,2
"(1022.64, 994.82)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0
"(1022.76, 1021.74)",2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
"(1023.57, 833.16)",0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,1,0,0,0,1,0,1,0,2,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,9,5,1,0,0,2,0,0,10
"(1023.84, 1968.56)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,5,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
"(1025.66, 1398.18)",0,3,0,0,0,0,0,0,0,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2
"(1026.47, 85.92)",0,2,0,0,0,0,0,0,0,0,5,1,0,1,1,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0
"(1026.94, 2481.48)",0,2,1,0,0,0,0,0,0,0,3,1,0,0,1,0,5,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0,0,0,1,0,0,2
"(1027.08, 68.77)",0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,1
"(1027.64, 1925.71)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,4
"(1029.00, 2076.15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
"(1029.53, 447.59)",1,0,0,0,0,0,1,0,0,1,8,4,1,9,1,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,20,16,0,0,0,6,0,0,2
"(1029.55, 1196.49)",1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0
"(1029.65, 1232.68)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
"(1029.92, 2092.42)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"(103.32, 1093.29)",0,4,0,0,0,0,0,0,0,0,4,1,0,8,0,0,2,0,7,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,19,10,17,12,0,3,1,0,4
"(1030.22, 1307.49)",1,5,1,0,0,2,0,1,0,2,6,6,0,3,3,0,5,0,0,0,0,2,2,3,0,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,0,0,0,14,6,0,0,0,3,0,0,3
"(1030.56, 1822.95)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,3,2,0,2
"(1030.77, 1491.64)",0,3,0,1,0,0,0,0,1,0,1,1,0,1,0,0,22,0,1,0,2,0,0,2,0,0,0,0,3,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,8,9,0,0,0,0,0,0,0
"(1031.06, 1251.85)",0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,11,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1
"(1032.18, 2021.24)",0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,1
"(1032.98, 2105.17)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"(1033.44, 624.23)",1,0,0,0,0,0,0,0,0,0,2,1,0,20,0,0,11,0,0,0,0,2,1,2,0,0,0,4,0,2,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,13,17,6,19,0,3,0,1,7
"(1033.85, 2521.55)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1034.29, 1841.65)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1034.78, 19.25)",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"(1035.11, 761.60)",1,1,0,0,0,0,0,0,0,0,0,3,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,4,0,0,0,0,0,0,0
"(1035.15, 2251.98)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,3
"(1035.28, 2040.90)",0,0,0,0,0,0,0,0,0,0,3,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,6,5,0,0,0,1,0,0,0
"(1035.37, 1116.70)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,8,11,17,0,0,0,0,0
"(1035.51, 1054.10)",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1
"(1035.62, 575.37)",0,4,0,0,0,3,0,0,0,0,8,6,0,2,1,0,5,0,0,0,1,2,0,0,0,0,0,1,0,1,2,7,0,0,0,0,0,1,1,0,11,3,1,0,0,0,1,0,0,1,0,4,19,2,4,0,1,0,0,0
"(1036.05, 2535.08)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2
"(1036.23, 2229.55)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"(1036.40, 1141.37)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,0,0,0,0,1
"(1037.77, 2132.65)",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"(1037.89, 782.79)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,2
"(1038.04, 2154.77)",9,7,0,0,0,1,0,0,0,1,2,0,0,3,5,0,7,0,0,6,1,0,1,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,6,0,0,0,0,1,0,9
"(1038.15, 1161.99)",1,1,0,0,0,0,0,0,0,0,5,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,11,3,4,0,0,3,0,0,4
"(1038.19, 802.83)",0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0
"(1038.36, 2217.67)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"(1039.14, 2804.59)",3,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,8,10,0,0,0,0,6
"(104.52, 2441.76)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,0,0,0,1,0
"(104.71, 1700.90)",0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"(1040.30, 1015.60)",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
"(1040.36, 1339.97)",0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,5,1,0,2,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,10,9,0,0,0,0,1,0,6
"(1041.04, 820.53)",0,1,0,0,0,1,0,0,0,0,7,3,0,3,1,0,2,1,0,2,0,0,0,0,0,0,0,5,0,1,0,0,1,0,1,0,0,0,0,0,5,0,2,0,0,0,1,3,0,0,0,3,6,0,0,0,2,0,0,3
"(1043.24, 658.41)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
"(1043.56, 1764.60)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1043.81, 1458.59)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(1043.92, 2496.86)",0,0,1,0,0,0,0,1,0,0,3,0,0,2,0,0,4,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,5,0,1,10
