,cell,Agbl1,Angptl4,Bank1,Ccl5,Ccr9,Cd226,Cd44,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Col4a1,Col6a1,Col6a2,Col6a3,Ddx60,Dhx58,Gzma,H5NA,HA,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,M,NP,NS,Nectin2,PA,PA.97T,PA.T97I,PB1,PB2,PB2.192E,PB2.220I,PB2.627E,PB2.E192K,PB2.E627K,PB2.I220V,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sdc2,Sdc4,Sftpa1,Sftpb,St8sia6,Stat1,Tlr4,Usp18,Znfx1,cluster
0,"(10.56, 2466.79)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,Epithelial_cells
1,"(100.36, 1423.40)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,Undefined
2,"(1000.12, 2140.72)",0,0,0,0,0,0,0,0,0,3,1,7,0,3,0,0,1,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,3,0,0,3,Fibroblasts
3,"(1000.16, 2159.07)",2,0,0,0,0,0,0,0,1,0,1,6,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,1,0,0,2,Fibroblasts
4,"(1000.22, 719.89)",0,2,0,0,0,1,0,0,0,0,3,5,0,6,2,0,6,0,1,1,0,0,1,1,0,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,7,1,0,0,0,8,7,0,0,0,0,0,1,4,Macrophages
5,"(1001.13, 1037.80)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,1,Undefined
6,"(1001.58, 1227.70)",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,11,5,0,0,0,0,0,0,0,Undefined
7,"(1001.64, 1102.94)",1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,8,0,0,1,3,8,4,0,0,0,0,1,0,Epithelial_cells
8,"(1001.64, 2501.42)",2,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,2,Endothelial_cells
9,"(1002.42, 1145.40)",7,2,0,0,2,0,0,0,0,8,3,3,0,2,1,0,4,1,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,4,0,0,0,1,0,0,5,Endothelial_cells
10,"(1002.79, 1057.90)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,7,0,0,0,0,0,0,3,Undefined
11,"(1003.02, 2089.86)",1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,Undefined
12,"(1003.81, 1311.54)",2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,2,Fibroblasts
13,"(1003.92, 1011.70)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,1,Epithelial_cells
14,"(1004.73, 620.12)",0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,9,0,0,1,0,2,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,5,0,10,3,1,12,0,1,0,0,3,Neutrophils
15,"(1005.89, 1925.65)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,2,Epithelial_cells
16,"(1006.28, 985.23)",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,2,Fibroblasts
17,"(1006.46, 2553.91)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,Undefined
18,"(1007.10, 2238.03)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,Macrophages
19,"(1007.16, 590.13)",1,2,0,0,0,2,0,1,0,0,11,2,0,12,3,0,11,1,0,0,1,2,0,2,0,0,0,7,1,1,1,3,1,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,3,0,14,19,9,16,0,0,0,2,6,Fibroblasts
20,"(1009.75, 1967.18)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Epithelial_cells
21,"(101.89, 924.61)",1,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,2,0,0,0,3,0,0,3,Fibroblasts
22,"(1010.19, 825.89)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,Undefined
23,"(1010.36, 2031.72)",0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,5,3,0,0,0,0,0,2,4,B_cells
24,"(1010.39, 1472.23)",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1,Endothelial_cells
25,"(1010.47, 2528.40)",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,Undefined
26,"(1010.50, 426.30)",4,3,0,0,0,4,0,1,0,0,35,9,0,5,1,0,14,0,1,0,1,3,3,1,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,28,33,0,1,0,10,2,0,3,Fibroblasts
27,"(1011.38, 1979.72)",1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B_cells
28,"(1011.52, 662.60)",0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,5,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,5,1,1,7,0,1,0,0,2,Epithelial_cells
29,"(1011.55, 794.35)",0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,0,5,0,0,3,1,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,1,12,13,0,0,0,0,0,2,3,Endothelial_cells
30,"(1011.83, 2253.30)",1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,Macrophages
31,"(1012.28, 2468.82)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Undefined
32,"(1012.90, 769.88)",0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,2,11,0,0,1,0,0,0,2,T_cells
33,"(1013.69, 688.34)",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,1,T_cells
34,"(1014.60, 2543.13)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,T_cells
35,"(1014.68, 470.42)",0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,1,Macrophages
36,"(1014.82, 746.67)",0,2,0,0,0,0,0,0,0,0,3,2,0,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,1,Fibroblasts
37,"(1014.98, 2338.66)",1,0,0,0,0,1,0,0,0,0,1,0,0,4,2,0,3,1,0,0,0,0,2,1,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,6,5,0,0,0,3,0,0,2,Macrophages
38,"(1015.43, 1269.45)",0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,1,0,4,Macrophages
39,"(1015.69, 31.15)",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,2,Fibroblasts
40,"(1016.73, 706.35)",2,0,0,0,0,0,0,0,0,0,4,1,0,7,1,0,7,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,1,4,Fibroblasts
41,"(1017.17, 1072.21)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Undefined
42,"(1018.04, 2514.41)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Fibroblasts
43,"(1018.37, 2021.10)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Undefined
44,"(1018.95, 1446.45)",0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,1,Fibroblasts
45,"(102.61, 1768.36)",1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,12,0,0,0,2,0,0,3,Neutrophils
46,"(1020.02, 2452.60)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Undefined
47,"(1020.57, 2810.57)",1,0,0,0,0,0,0,0,0,0,1,6,0,5,0,0,2,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,22,12,12,2,0,1,0,0,4,Epithelial_cells
48,"(1020.72, 2777.24)",3,1,0,1,0,1,0,1,0,0,4,1,0,2,0,0,8,0,2,1,0,1,0,3,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,16,4,6,2,1,0,0,0,3,Macrophages
49,"(1021.11, 930.47)",0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,7,0,0,0,0,0,0,2,NK_cells
50,"(1021.47, 1091.14)",1,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,Undefined
51,"(1021.48, 1999.43)",1,1,0,0,1,1,0,1,0,0,2,0,0,5,0,0,9,0,0,0,0,0,1,4,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,0,7,0,7,0,0,0,0,2,0,0,0,5,11,0,0,0,0,1,0,2,Macrophages
52,"(1022.64, 994.82)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,Macrophages
53,"(1022.76, 1021.74)",2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,B_cells
54,"(1023.57, 833.16)",0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,1,0,0,0,1,0,1,0,2,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,9,5,1,0,0,2,0,0,10,Macrophages
55,"(1023.84, 1968.56)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,5,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,Epithelial_cells
56,"(1025.66, 1398.18)",0,3,0,0,0,0,0,0,0,0,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,Fibroblasts
57,"(1026.47, 85.92)",0,2,0,0,0,0,0,0,0,0,5,1,0,1,1,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,Fibroblasts
58,"(1026.94, 2481.48)",0,2,1,0,0,0,0,0,0,0,3,1,0,0,1,0,5,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0,0,0,1,0,0,2,Macrophages
59,"(1027.08, 68.77)",0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,1,Fibroblasts
60,"(1027.64, 1925.71)",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,4,Epithelial_cells
61,"(1029.00, 2076.15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,Undefined
62,"(1029.53, 447.59)",1,0,0,0,0,0,1,0,0,1,8,4,1,9,1,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,20,16,0,0,0,6,0,0,2,Fibroblasts
63,"(1029.55, 1196.49)",1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,B_cells
64,"(1029.65, 1232.68)",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,Undefined
65,"(1029.92, 2092.42)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Undefined
66,"(103.32, 1093.29)",0,4,0,0,0,0,0,0,0,0,4,1,0,8,0,0,2,0,7,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,19,10,17,12,0,3,1,0,4,Epithelial_cells
67,"(1030.22, 1307.49)",1,5,1,0,0,2,0,1,0,2,6,6,0,3,3,0,5,0,0,0,0,2,2,3,0,0,0,5,0,2,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,1,3,0,0,0,14,6,0,0,0,3,0,0,3,Fibroblasts
68,"(1030.56, 1822.95)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,3,2,0,2,NK_cells
69,"(1030.77, 1491.64)",0,3,0,1,0,0,0,0,1,0,1,1,0,1,0,0,22,0,1,0,2,0,0,2,0,0,0,0,3,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,8,9,0,0,0,0,0,0,0,Macrophages
70,"(1031.06, 1251.85)",0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,11,0,0,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,Fibroblasts
71,"(1032.18, 2021.24)",0,0,0,0,0,0,0,0,0,0,3,1,0,3,2,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,1,Fibroblasts
72,"(1032.98, 2105.17)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Undefined
73,"(1033.44, 624.23)",1,0,0,0,0,0,0,0,0,0,2,1,0,20,0,0,11,0,0,0,0,2,1,2,0,0,0,4,0,2,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,13,17,6,19,0,3,0,1,7,Epithelial_cells
74,"(1033.85, 2521.55)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
75,"(1034.29, 1841.65)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
76,"(1034.78, 19.25)",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Fibroblasts
77,"(1035.11, 761.60)",1,1,0,0,0,0,0,0,0,0,0,3,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,4,0,0,0,0,0,0,0,Macrophages
78,"(1035.15, 2251.98)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,3,Undefined
79,"(1035.28, 2040.90)",0,0,0,0,0,0,0,0,0,0,3,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,6,5,0,0,0,1,0,0,0,Macrophages
80,"(1035.37, 1116.70)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,8,11,17,0,0,0,0,0,Epithelial_cells
81,"(1035.51, 1054.10)",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,Macrophages
82,"(1035.62, 575.37)",0,4,0,0,0,3,0,0,0,0,8,6,0,2,1,0,5,0,0,0,1,2,0,0,0,0,0,1,0,1,2,7,0,0,0,0,0,1,1,0,11,3,1,0,0,0,1,0,0,1,0,4,19,2,4,0,1,0,0,0,Fibroblasts
83,"(1036.05, 2535.08)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,2,B_cells
84,"(1036.23, 2229.55)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Macrophages
85,"(1036.40, 1141.37)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,3,0,0,0,0,1,Epithelial_cells
86,"(1037.77, 2132.65)",0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Endothelial_cells
87,"(1037.89, 782.79)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,2,B_cells
88,"(1038.04, 2154.77)",9,7,0,0,0,1,0,0,0,1,2,0,0,3,5,0,7,0,0,6,1,0,1,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14,6,0,0,0,0,1,0,9,Fibroblasts
89,"(1038.15, 1161.99)",1,1,0,0,0,0,0,0,0,0,5,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,11,3,4,0,0,3,0,0,4,Fibroblasts
90,"(1038.19, 802.83)",0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,Fibroblasts
91,"(1038.36, 2217.67)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,Fibroblasts
92,"(1039.14, 2804.59)",3,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,8,10,0,0,0,0,6,Epithelial_cells
93,"(104.52, 2441.76)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,0,0,0,1,0,Undefined
94,"(104.71, 1700.90)",0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Fibroblasts
