,cell,Agbl1,Angptl4,Bank1,Ccl5,Ccr9,Cd226,Cd44,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Col4a1,Col6a1,Col6a2,Col6a3,Ddx60,Dhx58,Gzma,H5NA,HA,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,M,NP,NS,Nectin2,PA,PA.97T,PA.T97I,PB1,PB2,PB2.192E,PB2.220I,PB2.627E,PB2.E192K,PB2.E627K,PB2.I220V,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sdc2,Sdc4,Sftpa1,Sftpb,St8sia6,Stat1,Tlr4,Usp18,Znfx1,cluster
592,"(1252.49, 1805.33)",1,1,0,0,0,0,0,0,0,0,0,7,0,4,1,0,1,0,1,0,1,0,1,0,0,0,0,2,1,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,14,1,0,0,0,0,0,0,0,Fibroblasts
593,"(1252.53, 2080.14)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
594,"(1253.06, 1013.79)",0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,11,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,1,Macrophages
595,"(1256.38, 1431.57)",0,1,0,0,0,1,0,0,0,0,2,11,0,8,6,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,5,0,0,1,7,3,0,0,0,4,0,2,1,Fibroblasts
596,"(1256.79, 517.03)",0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,10,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,6,10,0,0,0,0,1,0,0,NK_cells
597,"(1256.83, 1911.53)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Undefined
598,"(1257.80, 1126.76)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
599,"(1259.55, 1105.80)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,7,0,0,3,0,0,0,0,1,0,0,Neutrophils
600,"(1259.97, 483.03)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,Macrophages
601,"(126.48, 547.82)",1,0,4,0,0,0,0,0,0,0,1,0,0,4,0,0,7,5,0,2,4,2,0,3,0,0,1,8,0,6,0,6,0,1,0,0,1,1,0,0,10,1,1,0,0,0,0,10,0,1,0,7,24,0,0,0,0,0,7,1,B_cells
602,"(126.83, 2382.16)",1,0,1,0,0,0,0,0,0,0,2,3,0,2,0,0,5,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,5,1,0,0,0,0,0,0,Undefined
603,"(1260.47, 1496.32)",5,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,Endothelial_cells
604,"(1261.91, 992.08)",1,0,1,0,0,0,0,0,0,0,2,0,0,5,0,0,8,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4,2,0,0,0,0,0,0,0,14,0,3,0,0,0,1,2,0,0,0,5,9,0,0,0,0,0,1,4,B_cells
605,"(1262.49, 1957.28)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,1,1,Neutrophils
606,"(1262.93, 1984.90)",1,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,7,0,1,0,0,0,0,3,Endothelial_cells
607,"(1263.03, 460.97)",3,0,1,0,1,0,0,0,0,1,4,1,0,4,2,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,13,14,0,0,1,8,0,0,2,T_cells
608,"(1263.37, 1899.99)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,B_cells
609,"(1263.51, 1517.41)",7,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Endothelial_cells
610,"(1263.67, 2226.19)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,2,1,0,1,Undefined
611,"(1264.27, 1272.35)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,1,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,0,0,3,6,9,1,0,0,1,5,3,4,B_cells
612,"(1265.43, 965.97)",1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,4,1,22,0,0,0,0,1,0,0,0,7,10,0,0,0,0,0,0,6,Fibroblasts
613,"(1267.05, 1933.74)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,5,0,0,0,Undefined
614,"(1267.59, 1212.24)",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,0,1,Fibroblasts
615,"(1267.90, 2697.76)",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Endothelial_cells
616,"(1268.46, 2083.02)",2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,Undefined
617,"(1269.75, 2125.28)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,0,0,0,0,0,0,Fibroblasts
618,"(1270.00, 1413.10)",2,0,0,0,1,1,0,0,0,0,2,10,0,4,1,0,8,1,0,1,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,2,5,7,0,0,1,0,0,0,4,Fibroblasts
619,"(1270.22, 2636.12)",5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,2,Macrophages
620,"(1270.57, 2203.12)",0,0,0,0,0,1,1,0,0,0,3,1,0,5,0,0,7,1,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,14,0,1,0,0,0,2,19,0,0,3,8,16,0,0,0,2,6,0,1,Macrophages
621,"(1271.36, 2150.71)",0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,Macrophages
622,"(1271.45, 1853.59)",3,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,16,15,0,1,0,5,0,0,1,Endothelial_cells
623,"(1271.63, 1375.43)",3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,1,0,0,1,4,6,0,0,0,0,0,0,1,Macrophages
624,"(1271.88, 1538.70)",4,0,0,1,0,0,0,0,0,1,0,7,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,Fibroblasts
625,"(1272.11, 1225.02)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,Fibroblasts
626,"(1272.77, 2684.30)",0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,3,2,0,0,0,0,0,11,Undefined
627,"(1272.80, 2410.32)",0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,1,0,0,0,0,0,Macrophages
628,"(1274.37, 1311.53)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0,0,1,2,4,0,0,0,2,0,0,3,Undefined
629,"(1274.46, 1132.46)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,1,Epithelial_cells
630,"(1274.70, 1290.76)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,2,0,0,Undefined
631,"(1274.76, 2036.60)",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,5,0,1,0,2,0,0,6,Undefined
632,"(1274.85, 1817.27)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,Undefined
633,"(1275.13, 1976.73)",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,1,Endothelial_cells
634,"(1275.47, 22.59)",1,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,3,Fibroblasts
635,"(1275.61, 4.65)",0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,4,Fibroblasts
636,"(1276.02, 1107.54)",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,5,0,0,4,0,0,0,0,4,0,4,Neutrophils
637,"(1276.43, 1088.01)",0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,2,Macrophages
638,"(1277.86, 1457.45)",0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,1,Fibroblasts
639,"(1278.37, 1063.81)",1,6,0,0,0,3,0,0,0,0,3,13,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1,0,0,0,12,4,0,0,0,6,0,0,2,Fibroblasts
640,"(1278.90, 2178.30)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,1,Undefined
641,"(1279.05, 2220.51)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,Undefined
642,"(1279.15, 2063.08)",3,0,0,0,0,0,0,0,6,0,0,2,0,10,0,0,6,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,10,9,5,15,0,1,0,0,10,Macrophages
643,"(1279.35, 799.54)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,0,0,Macrophages
644,"(1279.66, 1789.03)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,Undefined
645,"(1279.89, 416.52)",2,3,0,0,0,2,0,0,0,0,31,5,0,5,2,0,9,0,0,1,4,0,0,0,0,0,0,2,0,2,2,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,6,3,0,0,3,21,9,1,0,1,4,0,1,1,Fibroblasts
646,"(128.13, 2343.59)",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,6,4,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,1,0,0,2,14,4,2,0,0,1,2,T_cells
647,"(128.62, 1358.49)",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,0,0,0,0,2,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,0,0,1,0,0,4,3,T_cells
648,"(128.71, 1561.76)",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,1,0,Fibroblasts
649,"(1281.01, 1558.45)",1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,7,0,0,1,0,1,1,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,5,Macrophages
650,"(1281.87, 1208.65)",0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,3,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,Fibroblasts
651,"(1282.49, 765.83)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,Undefined
652,"(1283.78, 2721.50)",0,0,0,0,0,0,0,0,0,0,0,22,0,8,2,0,5,0,0,1,0,0,0,1,0,1,3,7,0,3,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,6,17,0,0,0,0,0,0,5,Fibroblasts
653,"(1285.28, 938.06)",2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,2,10,0,0,0,0,0,0,2,0,6,0,2,0,0,0,0,2,0,0,0,2,7,0,0,0,1,0,0,1,Fibroblasts
654,"(1285.33, 2093.57)",2,0,0,1,0,0,0,0,1,1,1,15,0,15,5,0,6,0,0,0,0,0,1,0,0,0,1,3,0,4,0,0,1,0,0,0,1,0,0,0,11,0,0,0,0,0,2,6,0,0,2,16,12,0,1,0,3,2,4,2,Fibroblasts
655,"(1285.42, 2447.08)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,1,0,0,0,3,0,0,0,Undefined
656,"(1286.10, 2488.14)",0,4,0,4,0,0,0,0,0,0,2,3,0,2,0,0,7,0,0,0,2,0,0,6,0,0,0,0,5,2,0,1,5,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,8,2,0,0,0,1,0,0,0,Macrophages
657,"(1286.75, 1243.31)",0,1,0,0,1,0,0,0,0,6,0,0,1,2,2,0,7,0,1,0,0,2,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,4,0,0,1,14,6,0,0,0,2,2,1,8,Endothelial_cells
658,"(1287.35, 2225.27)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,3,NK_cells
659,"(1287.46, 1004.50)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,2,Undefined
660,"(1287.50, 1869.12)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,4,Fibroblasts
661,"(1288.44, 1804.92)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,B_cells
662,"(1288.58, 742.44)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,7,6,0,0,4,0,1,3,Epithelial_cells
663,"(1288.61, 1361.57)",2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,3,0,0,0,4,4,2,1,0,0,0,0,0,B_cells
664,"(1289.09, 488.40)",0,1,0,2,0,1,0,0,0,0,10,2,0,6,3,0,8,0,1,1,1,0,1,4,1,2,1,0,0,3,0,0,1,0,1,0,0,0,0,0,14,1,0,0,0,0,0,3,0,0,0,21,28,0,0,0,3,1,0,6,NK_cells
665,"(1289.64, 1409.94)",2,0,0,0,0,0,0,0,2,1,0,3,0,8,1,0,7,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,13,2,14,0,1,0,3,5,Undefined
666,"(129.87, 1579.39)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,2,10,0,0,0,1,0,0,1,NK_cells
667,"(1290.28, 1045.61)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,Undefined
668,"(1290.29, 818.07)",0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,5,0,0,2,1,1,0,2,0,0,1,1,0,0,1,7,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,7,0,0,1,2,9,0,0,0,0,2,0,0,Macrophages
669,"(1290.54, 1332.41)",1,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,2,0,0,2,12,3,0,0,0,3,0,0,6,Endothelial_cells
670,"(1290.69, 1945.81)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,1,1,0,0,0,T_cells
671,"(1290.96, 2136.73)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Fibroblasts
672,"(1291.12, 2474.76)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Macrophages
673,"(1291.37, 1973.31)",0,1,0,0,0,0,0,0,0,7,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,0,0,1,Endothelial_cells
674,"(1291.50, 2017.77)",2,0,0,0,0,0,0,0,1,0,2,1,0,9,1,0,3,1,0,2,1,2,1,1,0,0,0,4,0,1,1,1,0,0,0,0,0,0,1,0,8,0,1,0,0,0,1,3,0,0,0,15,9,2,0,1,4,0,1,3,T_cells
675,"(1292.97, 1172.45)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,4,0,0,0,0,0,0,0,0,1,3,17,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,1,1,Undefined
676,"(1293.07, 391.35)",2,7,0,0,0,0,0,0,0,1,34,18,0,11,5,0,19,0,0,0,2,0,1,4,0,0,1,0,0,4,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,16,4,0,0,0,17,12,0,0,0,3,0,0,3,Fibroblasts
677,"(1293.20, 804.50)",0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,1,1,1,10,0,0,0,0,0,0,2,0,12,0,2,0,0,0,0,7,0,0,5,5,5,0,0,0,0,1,0,1,Macrophages
678,"(1293.72, 1521.41)",3,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,13,0,0,0,0,4,1,0,0,0,0,4,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,7,15,24,0,4,0,1,3,Epithelial_cells
679,"(1293.74, 2668.32)",1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,13,1,5,10,0,0,0,0,0,Epithelial_cells
680,"(1295.32, 1491.43)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fibroblasts
681,"(1295.74, 2117.31)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Undefined
682,"(1295.81, 2250.76)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,Undefined
683,"(1296.39, 1288.12)",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,B_cells
684,"(1298.39, 720.30)",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,7,2,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,15,12,0,0,0,0,4,Epithelial_cells
685,"(1298.51, 2436.53)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,0,4,0,3,Undefined
686,"(1299.96, 1994.73)",0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,1,T_cells
