,cell,Agbl1,Angptl4,Bank1,Ccl5,Ccr9,Cd226,Cd44,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Col6a1,Ddx60,Dhx58,Gzma,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,Nectin2,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sdc2,Sdc4,Sftpa1,Sftpb,St8sia6,Stat1,Tlr4,Usp18,Znfx1,unknow,cluster
2910,"(501.98, 1908.55)",3,0,0,1,0,0,0,0,0,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,0,Endothelial_cells
2911,"(502.00, 833.82)",0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Fibroblasts
2912,"(504.35, 950.87)",0,0,0,1,0,0,0,0,0,1,2,5,1,2,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,1,3,1,0,0,0,3,0,0,1,0,Fibroblasts
2913,"(505.41, 234.27)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Undefined
2914,"(505.50, 82.10)",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,Fibroblasts
2915,"(506.41, 1480.46)",2,0,3,1,0,0,0,0,0,0,1,6,1,6,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,3,5,Fibroblasts
2916,"(506.48, 2056.69)",2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,7,16,0,1,0,0,2,0,Epithelial_cells
2917,"(507.12, 2498.83)",2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,Macrophages
2918,"(507.92, 2789.98)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,3,Epithelial_cells
2919,"(508.72, 1794.54)",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,6,0,0,0,0,0,0,Epithelial_cells
2920,"(51.99, 1240.94)",4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,Undefined
2921,"(510.32, 1587.69)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
2922,"(510.38, 2297.33)",0,1,0,0,0,0,0,1,0,0,7,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,0,0,2,1,0,0,0,0,0,0,0,3,Neutrophils
2923,"(512.39, 305.93)",0,0,4,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,8,2,13,13,0,0,0,0,1,2,Epithelial_cells
2924,"(512.50, 818.70)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Undefined
2925,"(512.78, 212.94)",0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,B_cells
2926,"(512.96, 1730.90)",6,0,0,1,0,0,0,0,0,2,3,4,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,Undefined
2927,"(513.57, 588.92)",0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,1,Fibroblasts
2928,"(514.00, 2561.31)",1,0,2,0,0,0,0,0,1,4,3,2,2,6,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,7,4,1,3,0,0,0,0,1,3,Endothelial_cells
2929,"(514.27, 2316.33)",0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Neutrophils
2930,"(514.76, 102.15)",1,0,0,0,1,0,0,0,0,1,8,5,1,12,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,2,0,0,1,3,0,2,0,0,0,1,4,4,Neutrophils
2931,"(514.87, 928.23)",0,0,0,0,0,0,0,0,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,Fibroblasts
2932,"(515.27, 281.68)",0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,B_cells
2933,"(515.88, 2643.15)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Macrophages
2934,"(516.68, 334.12)",0,0,0,0,0,0,0,0,0,1,0,1,3,6,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,2,7,2,0,0,0,1,0,0,7,1,Macrophages
2935,"(516.75, 2593.30)",0,0,3,0,0,0,0,0,1,0,2,1,4,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,13,0,2,0,0,2,3,Epithelial_cells
2936,"(518.82, 243.69)",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Fibroblasts
2937,"(519.87, 1916.58)",0,1,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,1,0,0,1,0,Neutrophils
2938,"(52.74, 2390.25)",1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,Endothelial_cells
2939,"(520.63, 959.25)",0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,2,7,0,0,0,0,1,0,NK_cells
2940,"(520.88, 166.92)",0,0,2,0,0,0,0,0,0,0,1,6,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,Fibroblasts
2941,"(521.17, 2399.60)",2,1,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,Fibroblasts
2942,"(522.02, 1689.17)",0,0,0,0,0,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,Fibroblasts
2943,"(522.14, 678.35)",3,1,0,1,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,NK_cells
2944,"(523.33, 1953.68)",2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,Fibroblasts
2945,"(523.78, 875.68)",3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,Fibroblasts
2946,"(524.21, 1769.98)",1,2,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,5,2,0,0,0,0,0,0,Epithelial_cells
2947,"(524.44, 2537.06)",4,1,0,0,0,0,0,0,0,0,1,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Fibroblasts
2948,"(524.81, 2509.47)",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Fibroblasts
2949,"(526.41, 65.60)",1,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,Undefined
2950,"(527.43, 258.89)",0,0,0,1,0,0,0,7,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,1,B_cells
2951,"(527.56, 1860.30)",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,Fibroblasts
2952,"(527.90, 1601.53)",1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,10,0,1,0,0,2,1,Epithelial_cells
2953,"(528.72, 1516.96)",5,1,0,0,0,0,0,0,1,0,3,4,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,4,6,12,33,0,1,0,0,3,0,Epithelial_cells
2954,"(528.74, 2817.20)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,B_cells
2955,"(529.86, 2575.35)",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,1,0,0,0,0,Epithelial_cells
2956,"(530.12, 706.82)",1,0,1,0,0,0,0,0,0,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,T_cells
2957,"(530.54, 782.78)",2,0,0,0,0,0,0,1,0,4,6,0,2,9,1,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,8,3,2,0,0,2,0,0,0,5,Macrophages
2958,"(531.67, 2049.78)",5,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,24,0,0,0,0,0,1,Epithelial_cells
2959,"(532.71, 977.78)",9,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,6,18,0,0,0,0,0,0,Epithelial_cells
2960,"(533.42, 414.25)",0,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,7,0,0,0,0,0,0,B_cells
2961,"(533.56, 439.52)",3,1,0,0,0,0,0,1,0,2,1,1,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,3,1,Undefined
2962,"(534.42, 2478.18)",1,0,5,0,0,0,0,0,0,1,0,7,2,14,0,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,0,0,17,5,4,10,0,0,0,0,1,4,B_cells
2963,"(537.53, 381.73)",1,0,1,1,0,0,0,1,1,0,0,1,4,8,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,3,8,13,5,0,4,0,0,5,1,Macrophages
2964,"(539.13, 1619.56)",11,0,0,0,0,0,0,2,1,3,0,0,0,2,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,7,4,8,11,0,0,0,0,0,1,Epithelial_cells
2965,"(539.84, 746.40)",3,0,1,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,1,Macrophages
2966,"(540.30, 1985.03)",6,0,1,0,0,0,0,0,0,6,4,3,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,8,3,0,1,0,0,0,0,0,1,Endothelial_cells
2967,"(540.32, 2420.23)",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,2,0,Fibroblasts
2968,"(540.38, 220.09)",2,0,1,0,0,0,0,0,2,0,2,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6,11,18,0,0,0,0,0,0,Epithelial_cells
2969,"(540.65, 618.24)",0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,1,1,NK_cells
2970,"(541.73, 135.15)",0,0,1,0,0,1,0,0,0,0,7,5,0,0,0,0,0,0,1,0,0,0,0,4,0,1,1,2,0,0,0,1,6,3,0,0,0,1,0,0,1,1,Macrophages
2971,"(543.82, 180.94)",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,0,1,0,0,1,1,Epithelial_cells
2972,"(545.19, 1865.78)",0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Fibroblasts
2973,"(546.36, 424.57)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,Undefined
2974,"(546.54, 521.27)",4,2,4,1,0,0,0,0,0,5,2,2,2,25,0,1,0,0,2,0,0,0,0,2,0,0,0,1,4,0,1,1,16,1,0,0,0,13,0,0,11,12,B_cells
2975,"(546.68, 2627.17)",0,1,3,0,0,0,0,7,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B_cells
2976,"(547.79, 2650.62)",1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,0,18,0,0,0,0,0,0,Epithelial_cells
2977,"(548.63, 1892.52)",1,0,0,0,0,0,0,1,0,1,6,12,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,8,11,6,10,0,0,0,0,1,0,Fibroblasts
2978,"(548.94, 1379.67)",7,0,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,7,9,0,0,0,0,1,2,Epithelial_cells
2979,"(549.25, 2348.17)",1,0,0,0,0,0,0,0,0,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,Undefined
2980,"(55.57, 742.79)",0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B_cells
2981,"(551.00, 2033.79)",3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,0,0,1,1,Epithelial_cells
2982,"(551.41, 1449.71)",7,0,0,0,0,0,0,0,0,1,2,0,1,8,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,10,3,0,0,0,7,0,0,4,2,Endothelial_cells
2983,"(551.74, 2067.13)",6,0,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,Fibroblasts
2984,"(552.10, 547.29)",2,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,B_cells
2985,"(552.52, 273.93)",0,0,1,1,0,0,0,6,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1,0,0,1,2,B_cells
2986,"(553.18, 2296.56)",0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,Fibroblasts
2987,"(553.29, 1231.07)",5,0,2,0,0,0,0,1,0,0,5,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,16,1,0,1,0,6,0,0,2,3,Fibroblasts
2988,"(554.46, 1061.03)",5,3,1,0,0,0,0,2,0,0,12,9,4,11,0,1,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,5,2,2,5,0,1,0,2,5,4,Fibroblasts
2989,"(554.60, 158.21)",1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,10,0,Macrophages
2990,"(554.71, 2768.77)",5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,7,Endothelial_cells
2991,"(555.21, 2531.49)",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Fibroblasts
2992,"(555.42, 2371.19)",0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Endothelial_cells
2993,"(555.95, 49.33)",2,1,0,0,1,0,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,2,Endothelial_cells
2994,"(556.93, 596.52)",0,1,1,0,0,0,0,0,0,1,2,4,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,2,1,NK_cells
2995,"(557.69, 327.96)",0,3,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0,1,0,0,0,0,1,0,Fibroblasts
2996,"(558.05, 2837.13)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Undefined
2997,"(558.28, 1956.24)",0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,1,Fibroblasts
2998,"(559.08, 2405.51)",0,1,1,0,0,0,0,0,0,0,3,5,1,8,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,11,1,1,7,0,1,0,0,0,2,Fibroblasts
2999,"(559.17, 415.06)",0,1,0,0,0,0,0,1,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,B_cells
3000,"(559.23, 625.50)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Endothelial_cells
3001,"(559.41, 1022.76)",1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,3,4,0,0,0,1,3,0,B_cells
3002,"(559.44, 681.85)",4,0,3,0,0,0,0,0,0,4,0,1,2,6,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6,11,7,17,0,0,0,0,3,0,Epithelial_cells
3003,"(559.69, 1260.39)",0,0,0,1,0,0,0,1,0,0,8,12,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,9,7,0,0,0,0,0,0,1,0,Fibroblasts
3004,"(561.42, 987.98)",8,0,2,0,0,0,0,1,0,1,2,2,1,4,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,1,3,5,1,8,0,0,0,0,4,1,Neutrophils
3005,"(561.90, 771.70)",0,1,0,0,0,0,0,0,0,1,0,2,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,3,Undefined
3006,"(562.21, 1312.56)",5,0,0,0,0,0,0,1,0,2,1,2,0,5,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,16,5,2,4,0,0,0,0,2,1,Endothelial_cells
3007,"(563.12, 202.26)",2,0,4,0,0,0,0,0,0,2,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,9,0,0,0,0,0,0,B_cells
3008,"(564.40, 391.03)",2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,4,1,B_cells
3009,"(566.17, 729.60)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Undefined
3010,"(568.42, 1592.53)",1,0,0,0,0,0,0,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,1,0,0,0,0,2,0,Fibroblasts
3011,"(568.93, 2335.94)",0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,8,0,0,0,1,0,0,0,0,Fibroblasts
3012,"(569.64, 2022.51)",8,0,0,0,0,1,0,1,0,1,1,0,2,5,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,1,0,0,0,0,0,0,4,NK_cells
3013,"(569.91, 820.51)",0,0,1,0,0,0,0,1,0,0,9,5,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,11,10,6,5,0,1,0,1,1,0,Fibroblasts
3014,"(57.46, 412.37)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Undefined
3015,"(570.10, 1499.60)",4,2,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,Undefined
3016,"(571.12, 2522.60)",2,1,0,0,0,0,0,4,0,3,9,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,1,0,0,0,0,Fibroblasts
3017,"(572.32, 435.64)",1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,Endothelial_cells
3018,"(574.92, 548.64)",2,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,11,0,Macrophages
3019,"(575.40, 2446.32)",1,0,0,0,0,0,0,4,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,B_cells
3020,"(575.52, 1624.64)",2,1,0,1,0,0,0,0,2,0,5,10,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,8,1,0,2,0,0,0,0,1,0,Fibroblasts
3021,"(576.08, 624.76)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,Macrophages
3022,"(576.36, 303.78)",0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,0,0,1,4,Undefined
3023,"(576.95, 1573.12)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,4,1,Undefined
3024,"(577.20, 1388.16)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,3,9,0,1,0,0,1,0,Epithelial_cells
3025,"(577.31, 2355.49)",0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,1,0,0,2,0,Fibroblasts
3026,"(577.61, 408.15)",1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,Undefined
3027,"(578.96, 905.12)",2,0,0,1,0,0,0,0,0,0,4,7,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,8,3,1,0,0,1,0,0,0,2,Fibroblasts
3028,"(579.46, 875.87)",2,1,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,Endothelial_cells
3029,"(58.51, 1552.54)",0,0,0,0,0,0,0,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,B_cells
3030,"(58.74, 1582.81)",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Endothelial_cells
3031,"(582.93, 1595.42)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Neutrophils
3032,"(583.20, 462.54)",4,1,0,0,0,0,0,0,0,7,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,1,0,Endothelial_cells
3033,"(583.61, 46.41)",0,0,1,0,1,0,0,5,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,B_cells
3034,"(583.76, 2466.43)",1,0,0,1,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,12,0,0,0,0,1,0,0,4,0,Macrophages
3035,"(583.77, 726.39)",2,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,Endothelial_cells
3036,"(584.11, 101.36)",0,2,1,0,0,0,0,4,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,B_cells
3037,"(584.72, 1031.04)",6,0,0,0,0,0,0,0,0,3,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,1,1,0,0,0,3,T_cells
