,cell,Agbl1,Angptl4,Bank1,Ccl5,Ccr9,Cd226,Cd44,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Col6a1,Ddx60,Dhx58,Gzma,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,Nectin2,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sdc2,Sdc4,Sftpa1,Sftpb,St8sia6,Stat1,Tlr4,Usp18,Znfx1,unknow,cluster
862,"(1711.42, 1825.31)",0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,14,0,0,0,0,1,0,Undefined
863,"(1712.51, 2808.69)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
864,"(1713.76, 557.45)",2,0,1,2,0,0,0,0,0,0,4,8,4,4,0,0,0,0,5,0,0,0,0,1,4,0,0,0,0,0,0,0,10,2,1,1,0,1,0,0,5,1,Fibroblasts
865,"(1713.86, 280.66)",1,0,4,0,0,0,0,1,0,1,3,0,0,7,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,13,3,16,0,0,0,0,0,5,6,Epithelial_cells
866,"(1715.03, 1246.13)",1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Endothelial_cells
867,"(1718.34, 615.00)",3,2,1,1,0,0,0,0,0,0,3,6,4,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,12,5,1,0,0,0,0,0,5,0,Fibroblasts
868,"(1719.20, 214.11)",1,0,3,1,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,11,22,26,0,0,0,0,0,0,Epithelial_cells
869,"(1719.75, 101.37)",2,3,0,0,0,0,0,0,0,0,8,1,0,9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,8,1,0,0,0,0,0,0,2,2,Fibroblasts
870,"(1719.81, 2527.08)",2,0,0,0,0,0,0,0,0,0,6,6,5,5,0,0,0,0,2,0,0,1,0,2,0,0,0,5,0,0,0,0,7,5,2,0,0,1,0,0,2,2,Neutrophils
871,"(172.50, 604.44)",0,0,0,0,0,0,0,0,1,0,0,0,2,8,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,5,3,16,13,0,0,0,0,1,0,Epithelial_cells
872,"(1720.71, 1573.08)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Undefined
873,"(1721.38, 2597.96)",0,0,2,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,Fibroblasts
874,"(1722.06, 1122.17)",0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,1,Neutrophils
875,"(1722.23, 515.96)",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,1,Fibroblasts
876,"(1722.26, 2850.22)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
877,"(1723.47, 702.91)",2,0,6,0,0,0,0,1,2,0,0,0,3,11,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,2,0,15,7,5,17,0,0,0,0,1,1,B_cells
878,"(1724.92, 1034.86)",4,0,0,0,0,0,0,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,1,0,B_cells
879,"(1725.31, 2070.52)",0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,1,0,Fibroblasts
880,"(1725.41, 2045.37)",0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,Fibroblasts
881,"(1726.89, 1757.19)",1,1,1,0,0,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10,6,0,9,0,0,0,0,2,0,Endothelial_cells
882,"(1727.18, 148.58)",2,0,1,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,Endothelial_cells
883,"(1728.84, 1563.20)",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Undefined
884,"(1729.47, 778.05)",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fibroblasts
885,"(1729.78, 1403.80)",1,0,5,0,0,0,0,10,0,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,4,2,1,0,0,0,0,2,0,B_cells
886,"(173.46, 178.27)",0,0,3,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,5,12,1,0,0,0,2,1,T_cells
887,"(1730.99, 1872.70)",1,0,0,0,0,0,0,0,0,1,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,Fibroblasts
888,"(1732.96, 1204.98)",1,0,0,0,0,0,0,0,1,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,16,6,20,0,0,0,0,1,4,Epithelial_cells
889,"(1733.65, 1662.66)",1,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,3,2,Endothelial_cells
890,"(1733.68, 639.57)",4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,Undefined
891,"(1733.71, 1079.92)",0,0,2,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,12,0,0,0,0,0,0,Epithelial_cells
892,"(1735.56, 1630.19)",0,0,0,0,0,0,0,0,0,0,3,11,2,3,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,10,5,1,0,0,1,0,0,0,1,Fibroblasts
893,"(1736.44, 2615.90)",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0,0,Epithelial_cells
894,"(1737.03, 1905.52)",4,0,2,0,0,0,0,0,0,0,1,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,3,4,0,0,0,0,1,2,Neutrophils
895,"(1737.07, 1545.20)",0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,Undefined
896,"(1739.53, 1496.31)",0,2,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0,2,0,0,0,0,1,0,Neutrophils
897,"(174.19, 421.24)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,3,8,10,0,1,0,0,3,0,Epithelial_cells
898,"(174.76, 139.01)",0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,B_cells
899,"(1740.47, 2548.50)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Undefined
900,"(1741.04, 1710.94)",1,1,4,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5,14,2,15,0,0,0,0,1,0,B_cells
901,"(1741.86, 118.14)",0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Endothelial_cells
902,"(1746.52, 1055.43)",1,0,6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,2,5,2,0,0,0,0,0,1,B_cells
903,"(1747.12, 391.72)",0,0,0,0,0,2,0,0,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,5,0,0,0,1,0,0,4,0,Fibroblasts
904,"(1747.30, 470.50)",1,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,Endothelial_cells
905,"(1747.49, 1855.11)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,Fibroblasts
906,"(1747.54, 1095.95)",2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,2,0,1,0,0,0,0,B_cells
907,"(1748.76, 434.32)",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,Endothelial_cells
908,"(1749.37, 1245.87)",0,0,0,1,0,0,0,0,0,0,2,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,0,0,0,0,0,1,2,0,NK_cells
909,"(1749.75, 2596.62)",1,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,10,5,17,0,0,0,0,0,0,Epithelial_cells
910,"(1750.65, 516.50)",2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,Endothelial_cells
911,"(1751.54, 1006.88)",0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,1,0,0,0,0,0,0,Undefined
912,"(1751.71, 226.08)",0,0,5,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,5,5,1,0,0,0,0,0,1,B_cells
913,"(1752.55, 1894.42)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,1,0,Epithelial_cells
914,"(1752.88, 2031.50)",1,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2,13,0,0,0,0,0,0,Undefined
915,"(1753.45, 282.71)",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,B_cells
916,"(1754.09, 21.54)",0,0,3,0,0,0,0,1,0,4,2,0,1,21,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,6,3,2,7,0,4,1,0,4,5,Endothelial_cells
917,"(1755.02, 558.08)",0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,Fibroblasts
918,"(1755.92, 2623.19)",1,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,B_cells
919,"(1756.10, 1771.83)",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,Undefined
920,"(1756.36, 744.90)",1,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,1,0,0,0,0,0,2,Macrophages
921,"(1757.55, 1822.60)",0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,Undefined
922,"(1757.62, 2517.22)",0,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,4,3,0,0,0,0,0,0,Epithelial_cells
923,"(1758.46, 166.28)",1,0,2,1,1,0,0,0,0,0,2,2,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,4,5,NK_cells
924,"(1758.50, 2096.81)",2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,6,0,0,0,0,7,4,Endothelial_cells
925,"(1759.18, 1641.93)",0,1,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,1,0,B_cells
926,"(1759.24, 899.87)",3,0,1,0,0,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Endothelial_cells
927,"(1760.86, 613.09)",0,0,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,Fibroblasts
928,"(1762.06, 985.13)",0,1,0,0,0,0,0,0,3,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,8,6,2,0,0,0,0,0,0,Fibroblasts
929,"(1763.88, 292.27)",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,Fibroblasts
930,"(1764.65, 942.34)",0,1,1,0,0,0,0,0,4,0,2,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,14,0,0,0,0,0,1,Macrophages
931,"(1765.09, 1872.83)",1,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,1,0,1,Fibroblasts
932,"(1765.89, 324.93)",0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,3,0,2,0,0,0,0,0,0,Undefined
933,"(1766.21, 2554.83)",0,0,0,0,0,0,0,2,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,5,1,1,4,0,4,0,0,1,0,B_cells
934,"(1767.36, 2213.02)",4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,6,0,0,0,0,1,1,Neutrophils
935,"(1767.48, 128.21)",1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,Endothelial_cells
936,"(1767.50, 2840.69)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
937,"(1769.24, 2710.40)",0,0,2,0,0,0,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2,7,0,0,0,0,0,0,Fibroblasts
938,"(1769.25, 654.44)",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,B_cells
939,"(177.73, 2747.00)",2,1,1,0,0,0,0,0,0,2,2,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,1,0,0,0,2,1,0,4,3,Neutrophils
940,"(1770.48, 466.22)",0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,Macrophages
941,"(1770.54, 2045.20)",0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,1,3,0,0,0,0,0,0,0,2,Neutrophils
942,"(1770.78, 1302.86)",1,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,4,5,0,1,0,2,0,0,3,2,Endothelial_cells
943,"(1771.00, 41.45)",0,0,1,0,0,0,0,3,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,B_cells
944,"(1771.49, 2677.53)",2,0,3,0,1,0,0,1,0,1,5,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,1,Fibroblasts
945,"(1773.16, 2597.49)",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,7,0,1,0,0,0,0,Epithelial_cells
946,"(1773.98, 1995.32)",2,1,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,1,0,Fibroblasts
947,"(1774.12, 1002.13)",1,0,0,0,0,0,0,0,1,0,1,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,Fibroblasts
948,"(1774.15, 1712.18)",3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Fibroblasts
949,"(1774.15, 78.70)",0,0,2,0,0,0,0,1,0,3,0,5,5,3,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,1,6,2,0,0,0,4,0,0,3,1,Endothelial_cells
950,"(1774.50, 2240.69)",0,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,3,6,24,0,0,0,0,0,1,Epithelial_cells
951,"(1775.84, 550.09)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
952,"(1775.92, 2463.29)",3,1,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,0,0,0,0,3,1,Fibroblasts
953,"(1775.95, 2752.43)",0,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,13,12,0,0,0,0,0,0,0,B_cells
954,"(1775.99, 2121.31)",1,0,0,0,1,0,0,0,0,0,1,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,0,1,4,0,1,10,3,T_cells
955,"(1776.49, 1548.23)",3,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1,2,Fibroblasts
956,"(1776.90, 790.65)",4,0,3,0,0,1,0,2,1,0,4,2,1,32,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,8,3,4,33,0,4,0,0,4,2,Epithelial_cells
957,"(1777.17, 714.58)",1,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,1,Endothelial_cells
958,"(1777.45, 1154.70)",2,0,1,0,0,0,0,5,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,B_cells
959,"(178.09, 581.00)",0,0,1,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,9,0,0,0,0,1,0,B_cells
960,"(1780.91, 527.85)",1,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,5,1,0,0,0,0,0,1,4,Fibroblasts
961,"(1781.52, 1401.71)",0,0,10,0,0,2,0,0,0,0,3,1,3,12,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,35,13,16,0,0,0,0,3,2,B_cells
962,"(1781.63, 1246.40)",0,1,1,0,0,0,0,5,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,7,0,0,0,0,0,1,B_cells
963,"(1782.32, 1779.80)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
964,"(1783.06, 1334.45)",0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,Epithelial_cells
965,"(1784.91, 2422.09)",1,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,Macrophages
966,"(1784.99, 1274.27)",0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,2,0,0,0,0,0,0,0,0,Undefined
967,"(1787.29, 653.23)",0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,B_cells
968,"(1787.78, 138.01)",0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,2,0,0,3,4,Neutrophils
969,"(1788.69, 2554.70)",1,1,5,0,0,0,0,0,0,0,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0,11,0,0,0,0,0,3,B_cells
970,"(1789.37, 2301.79)",0,0,1,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,8,5,0,0,1,0,2,0,Epithelial_cells
971,"(1789.73, 1493.44)",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,3,1,Undefined
972,"(1790.30, 2507.67)",0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,Fibroblasts
973,"(1790.65, 90.62)",0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NK_cells
974,"(1791.80, 2015.14)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,1,Fibroblasts
975,"(1793.20, 893.34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Undefined
976,"(1794.54, 308.86)",0,0,1,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,1,Fibroblasts
977,"(1794.78, 1200.69)",0,1,0,0,0,0,0,1,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,2,1,Endothelial_cells
978,"(1795.59, 113.04)",0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,T_cells
979,"(1795.78, 233.26)",0,1,6,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,15,20,22,0,1,0,0,1,2,Epithelial_cells
980,"(1796.64, 1937.63)",1,1,0,0,1,0,0,0,0,3,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,3,1,Undefined
981,"(1797.39, 38.04)",0,0,7,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,15,0,1,0,0,2,0,B_cells
982,"(1797.60, 59.04)",0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,B_cells
983,"(1797.69, 841.64)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,Undefined
984,"(1797.99, 2635.38)",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Fibroblasts
985,"(1798.45, 415.56)",0,0,1,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,3,2,2,0,0,0,2,0,0,7,1,Macrophages
986,"(1800.41, 608.56)",0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Fibroblasts
987,"(1800.64, 2038.10)",1,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,1,B_cells
988,"(1801.24, 2476.82)",0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,1,1,4,Fibroblasts
989,"(1801.78, 740.32)",0,0,2,0,0,0,0,1,0,0,3,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,1,Undefined
990,"(1802.29, 1346.55)",1,1,0,0,0,1,0,0,0,0,6,4,2,9,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,15,6,0,5,0,0,0,1,0,3,Fibroblasts
