,cell,Agbl1,Angptl4,Bank1,Ccl5,Ccr9,Cd226,Cd44,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Col4a1,Col6a1,Col6a2,Col6a3,Ddx60,Dhx58,Gzma,H5NA,HA,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,M,NP,NS,Nectin2,PA,PA.97T,PA.T97I,PB1,PB2,PB2.192E,PB2.220I,PB2.627E,PB2.E192K,PB2.E627K,PB2.I220V,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sdc2,Sdc4,Sftpa1,Sftpb,St8sia6,Stat1,Tlr4,Usp18,Znfx1,cluster
5061,"(1639.84, 1715.34)",1,1,18,0,0,0,1,2,0,0,8,3,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,5,3,1,0,2,0,0,4,0,0,0,0,4,7,0,0,0,0,1,0,5,0,0,0,0,4,4,3,1,0,1,6,4,B_cells
5062,"(1639.85, 1495.80)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fibroblasts
5063,"(1639.99, 657.71)",1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,1,B_cells
5064,"(164.08, 1288.82)",6,9,10,0,0,0,0,15,0,8,4,4,1,0,0,0,4,0,0,0,5,0,0,0,0,0,1,3,1,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,6,1,2,0,0,32,2,7,B_cells
5065,"(164.22, 699.73)",5,3,14,0,0,0,0,6,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,3,1,0,4,0,2,B_cells
5066,"(164.37, 2825.07)",1,5,1,0,0,0,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,Fibroblasts
5067,"(164.37, 635.05)",3,3,6,0,0,0,0,3,0,3,4,1,0,0,0,0,11,0,0,1,0,0,0,2,0,0,0,0,8,2,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,1,Macrophages
5068,"(1640.13, 517.54)",2,4,2,0,0,0,1,3,0,0,2,9,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,6,0,6,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,6,0,1,0,0,2,1,5,Fibroblasts
5069,"(1640.18, 1517.23)",1,1,0,0,0,0,0,0,0,0,4,1,0,0,1,0,6,0,1,1,1,1,0,3,0,0,0,0,3,2,0,23,0,3,2,0,0,0,1,0,10,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,3,0,0,2,Fibroblasts
5070,"(1640.21, 779.30)",2,2,0,0,1,0,0,1,0,0,0,6,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,5,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,Undefined
5071,"(1640.25, 1569.41)",3,0,4,0,0,0,0,2,0,1,1,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,3,0,5,0,2,0,1,2,0,0,0,1,1,6,2,0,0,0,0,0,3,0,1,1,4,2,1,1,0,0,1,2,5,B_cells
5072,"(1640.51, 1356.49)",0,0,2,0,0,1,0,4,0,0,5,8,1,5,1,0,6,0,0,0,1,0,2,0,0,0,1,2,0,6,0,2,0,0,5,0,0,0,0,3,0,0,0,0,0,0,12,4,0,0,0,3,6,1,4,0,2,0,2,9,Neutrophils
5073,"(1640.86, 761.15)",0,1,1,2,0,0,0,0,0,3,3,7,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,3,1,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,1,0,4,NK_cells
5074,"(1640.88, 1107.09)",0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,4,Fibroblasts
5075,"(1640.91, 1599.05)",2,1,3,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,6,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,3,0,0,0,0,0,0,2,4,7,0,0,0,0,2,Endothelial_cells
5076,"(1641.22, 916.80)",0,6,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,18,3,4,B_cells
5077,"(1641.25, 679.93)",3,0,4,0,0,0,3,0,0,0,0,2,0,1,0,0,6,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,1,3,2,6,B_cells
5078,"(1641.30, 714.95)",3,1,2,0,0,0,0,3,0,3,1,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,2,1,0,3,1,4,B_cells
5079,"(1641.45, 608.86)",0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4,0,0,0,0,1,0,1,0,0,4,3,0,2,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,4,5,1,B_cells
5080,"(1641.55, 588.41)",0,0,1,1,0,0,1,1,0,0,2,5,0,0,0,0,6,0,0,0,0,1,2,0,0,0,2,4,2,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,3,8,2,1,Fibroblasts
5081,"(1641.63, 2195.87)",0,0,19,0,0,1,3,0,0,0,14,1,0,1,0,0,8,1,0,1,0,6,3,0,0,1,1,6,0,8,1,3,0,0,9,1,0,0,0,3,2,4,0,0,0,6,8,2,0,2,1,3,10,0,1,0,2,2,0,1,Endothelial_cells
5082,"(1642.15, 544.44)",0,2,4,0,0,0,1,0,0,0,3,0,0,1,0,0,5,0,2,5,1,0,1,0,0,0,0,1,2,1,0,1,0,0,5,0,0,0,0,0,7,1,0,0,0,2,0,2,0,0,0,9,3,2,7,0,1,4,8,4,Endothelial_cells
5083,"(1642.45, 2167.12)",0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,2,4,10,1,0,0,0,0,6,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,3,0,2,0,0,2,0,0,Macrophages
5084,"(1643.14, 1615.42)",0,0,0,0,0,0,0,12,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,B_cells
5085,"(1643.17, 1081.32)",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,10,6,1,1,0,0,0,0,12,0,0,0,0,19,1,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,4,6,6,Macrophages
5086,"(1643.57, 202.46)",0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,Fibroblasts
5087,"(1644.00, 211.54)",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,3,1,1,Fibroblasts
5088,"(1644.06, 1365.90)",0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,2,4,0,5,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,1,3,3,2,B_cells
5089,"(1644.09, 362.62)",2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,4,0,5,4,0,0,9,0,0,1,0,0,0,0,3,5,0,0,0,0,1,0,1,0,0,0,3,7,0,1,0,0,1,3,2,B_cells
5090,"(1644.45, 1556.18)",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,B_cells
5091,"(1644.54, 770.79)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
5092,"(1645.01, 1375.94)",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,Epithelial_cells
5093,"(1645.08, 632.71)",3,1,0,0,0,0,0,1,0,5,4,2,1,1,0,0,9,0,1,0,1,0,1,0,0,0,0,0,6,4,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,1,5,6,0,0,0,1,3,2,5,Endothelial_cells
5094,"(1645.10, 478.12)",0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,B_cells
5095,"(1645.14, 1179.97)",1,0,0,0,0,0,0,4,0,0,4,2,0,0,0,0,13,0,0,0,0,0,2,0,0,1,2,8,1,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,6,1,8,B_cells
5096,"(1645.17, 1584.44)",1,0,8,0,0,0,0,0,0,0,0,2,0,3,1,0,2,0,0,0,0,1,1,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,3,1,1,12,0,0,0,3,1,Epithelial_cells
5097,"(1645.23, 1200.30)",0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,3,1,0,0,0,0,1,0,0,0,0,9,1,0,0,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,1,4,3,4,Fibroblasts
5098,"(1645.31, 1113.62)",0,1,0,1,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,10,0,3,Fibroblasts
5099,"(1645.34, 700.01)",1,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,B_cells
5100,"(1645.39, 668.16)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,1,Undefined
5101,"(1646.08, 724.92)",3,0,9,0,1,0,0,3,2,1,1,2,0,1,0,0,6,0,0,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,3,1,8,0,0,5,0,3,Macrophages
5102,"(1646.34, 374.70)",4,0,0,0,0,1,0,2,0,1,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,5,7,0,1,0,0,6,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,4,1,0,0,1,0,1,Epithelial_cells
5103,"(1646.34, 690.30)",0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,8,0,0,0,1,5,3,8,B_cells
5104,"(1646.41, 1344.22)",0,0,4,0,0,1,1,1,0,1,5,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,2,0,0,2,4,3,Fibroblasts
5105,"(1646.47, 1625.87)",0,1,3,1,0,0,0,10,0,0,2,2,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,1,0,0,1,1,2,0,5,B_cells
5106,"(1646.55, 2109.17)",0,0,0,0,0,0,2,0,0,0,3,6,0,0,0,0,2,0,0,0,0,0,0,1,1,3,1,3,1,3,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,2,0,0,2,1,2,0,0,0,0,8,0,1,Fibroblasts
5107,"(1646.57, 1543.71)",2,2,0,0,0,0,0,0,0,3,5,3,0,2,1,0,3,0,0,0,1,2,0,1,0,0,0,1,1,7,0,5,1,2,0,0,1,0,1,3,10,3,2,0,0,0,6,1,0,0,0,4,0,0,1,1,2,2,0,1,Undefined
5108,"(1646.79, 396.94)",1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,Endothelial_cells
5109,"(1646.80, 838.35)",3,3,9,1,0,0,1,3,0,1,8,9,0,0,0,1,6,0,0,0,3,0,0,1,0,0,0,1,2,9,0,3,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,6,0,0,6,0,2,Fibroblasts
5110,"(1647.08, 738.83)",0,1,1,0,0,0,1,0,0,0,0,6,0,0,0,0,7,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,0,0,0,2,8,6,6,Fibroblasts
5111,"(1647.18, 561.05)",0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,1,B_cells
5112,"(1647.20, 2178.20)",0,1,12,0,0,0,1,0,0,0,8,2,0,0,0,0,5,0,0,0,0,3,1,3,0,1,0,12,2,1,0,1,0,2,2,0,0,0,0,8,0,0,0,0,0,5,1,0,0,0,0,2,5,0,1,2,0,0,9,2,Endothelial_cells
5113,"(1647.24, 1384.95)",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Undefined
5114,"(1647.56, 2187.82)",0,0,10,1,0,0,0,0,0,0,4,2,0,2,0,2,6,0,1,0,0,3,0,1,0,3,0,4,8,4,0,6,0,0,4,0,0,0,0,0,1,1,0,0,0,1,2,0,0,2,0,2,3,0,2,0,1,2,2,5,Undefined
5115,"(1647.62, 782.41)",1,1,5,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,Undefined
5116,"(1647.74, 1684.48)",1,0,0,0,0,0,0,1,0,0,8,4,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,1,0,0,3,Fibroblasts
5117,"(1647.76, 1667.98)",4,3,1,1,0,0,0,5,0,0,4,16,0,0,0,0,15,0,1,0,2,1,0,0,0,0,0,0,11,3,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,3,0,2,Fibroblasts
5118,"(1647.85, 386.61)",3,2,1,0,1,1,0,0,0,1,1,5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,1,0,3,Fibroblasts
5119,"(1647.86, 2081.98)",2,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,3,2,0,0,0,0,2,0,1,7,0,4,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,1,0,5,0,0,3,6,1,Epithelial_cells
5120,"(1648.01, 815.72)",2,3,2,0,0,0,0,2,0,0,4,10,0,0,0,0,5,0,0,0,0,0,1,1,1,1,1,3,1,4,0,1,0,0,6,0,0,0,0,3,3,0,0,0,0,0,7,2,0,0,1,1,12,0,0,0,0,9,2,5,Fibroblasts
5121,"(1648.03, 1575.64)",3,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,2,1,0,1,0,3,3,3,5,B_cells
5122,"(1648.21, 584.79)",0,0,1,0,0,0,1,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,3,Fibroblasts
5123,"(1648.62, 336.99)",0,2,0,2,0,1,0,6,0,2,10,11,0,0,0,0,3,1,0,0,3,1,1,1,0,0,7,3,10,4,0,1,0,0,7,0,0,0,0,11,1,0,0,0,0,0,4,5,0,0,0,1,6,0,0,0,0,11,5,8,Fibroblasts
5124,"(1648.84, 1535.08)",2,0,1,0,0,0,0,1,0,0,5,3,0,0,2,0,1,0,0,3,4,0,0,0,0,0,0,1,1,8,0,1,0,0,1,0,4,1,5,2,16,1,1,0,0,0,1,2,0,0,0,2,3,0,0,0,0,1,0,3,Fibroblasts
5125,"(1649.08, 1214.82)",0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,2,1,0,0,0,0,2,0,6,Macrophages
5126,"(1649.13, 503.16)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
5127,"(1649.15, 194.94)",0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,B_cells
5128,"(1649.21, 2152.47)",3,0,0,0,0,1,0,3,0,0,10,8,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,3,1,9,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,14,1,0,0,0,8,1,0,1,0,1,1,1,1,Neutrophils
5129,"(1649.22, 1127.87)",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,1,0,2,1,2,2,8,10,1,0,0,0,0,0,20,0,0,0,0,19,4,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,16,2,6,Macrophages
5130,"(1649.66, 596.85)",1,0,1,0,0,0,0,0,0,2,1,3,0,0,0,0,2,0,0,0,0,2,1,0,0,0,2,4,0,1,0,1,0,0,1,0,0,0,0,3,0,0,1,0,0,1,1,2,0,0,0,1,3,2,0,0,0,1,0,1,Endothelial_cells
5131,"(1649.72, 185.15)",0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,1,5,0,0,0,0,2,1,0,0,0,3,1,2,1,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,9,2,5,Fibroblasts
5132,"(1649.80, 1056.18)",0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,8,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,6,0,0,0,0,7,4,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,1,9,1,2,Macrophages
5133,"(1649.86, 2170.97)",0,1,8,0,0,0,0,1,0,0,6,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,3,0,1,0,3,0,1,6,0,0,0,0,1,0,2,Endothelial_cells
5134,"(1649.89, 1206.54)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,1,0,0,0,0,2,0,1,Fibroblasts
5135,"(1649.95, 1610.67)",0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,B_cells
5136,"(1649.99, 1594.30)",0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,Undefined
5137,"(165.01, 2594.95)",0,3,9,0,0,0,7,4,0,0,8,1,0,0,1,0,10,1,0,2,1,2,1,0,0,0,7,4,5,7,0,3,0,0,11,0,0,0,0,2,2,0,0,0,0,0,1,4,0,2,0,6,17,0,2,2,1,7,3,2,Undefined
5138,"(165.09, 2162.73)",7,2,0,0,0,0,0,3,0,9,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,3,Endothelial_cells
5139,"(165.10, 2053.43)",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,Undefined
5140,"(165.17, 1523.50)",2,1,3,0,0,0,0,1,0,0,4,5,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,1,3,3,0,0,3,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,1,0,2,Fibroblasts
5141,"(165.37, 1995.35)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,1,0,0,Macrophages
5142,"(165.76, 2239.92)",3,4,3,0,0,0,1,1,0,0,1,8,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,3,1,0,1,2,0,5,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,1,2,6,0,0,0,0,7,0,6,Fibroblasts
5143,"(165.78, 2076.51)",1,5,3,0,0,0,0,2,0,0,1,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,1,4,Fibroblasts
5144,"(165.85, 1350.47)",2,3,5,0,0,0,2,0,0,0,5,2,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,7,3,0,3,3,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,3,11,2,0,0,0,0,13,1,11,Macrophages
5145,"(165.91, 938.56)",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,3,0,0,0,0,8,0,2,Neutrophils
5146,"(165.97, 1632.10)",1,3,2,0,0,1,0,3,0,2,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,9,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,0,0,Macrophages
5147,"(1650.14, 1703.44)",0,0,0,0,0,0,0,1,0,0,8,2,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6,0,0,0,0,0,0,0,Fibroblasts
5148,"(1650.52, 648.27)",1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,5,0,13,0,0,1,1,0,0,0,1,0,11,3,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,1,7,5,8,NK_cells
5149,"(1650.80, 1093.76)",1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,3,1,2,Fibroblasts
5150,"(1650.83, 760.56)",4,1,0,0,0,0,0,4,0,6,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,2,2,Endothelial_cells
5151,"(1650.87, 1514.49)",1,1,0,3,0,0,2,0,0,0,4,2,2,0,1,0,11,0,2,3,0,0,0,15,0,2,0,1,21,4,2,38,0,1,1,0,0,0,6,2,27,4,0,0,0,0,0,15,0,0,1,0,2,0,0,0,0,22,1,2,Macrophages
5152,"(1650.92, 2122.52)",0,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2,0,4,Macrophages
5153,"(1651.13, 1223.94)",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,3,0,0,0,0,0,6,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,10,1,2,Fibroblasts
5154,"(1651.26, 1392.76)",1,2,0,1,0,0,0,0,0,0,2,7,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,3,1,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Fibroblasts
5155,"(1651.30, 605.08)",0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,7,0,0,0,0,1,2,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,1,Undefined
