,cell,Agbl1,Angptl4,Bank1,Ccl5,Ccr9,Cd226,Cd44,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Col4a1,Col6a1,Col6a2,Col6a3,Ddx60,Dhx58,Gzma,H5NA,HA,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,M,NP,NS,Nectin2,PA,PA.97T,PA.T97I,PB1,PB2,PB2.192E,PB2.220I,PB2.627E,PB2.E192K,PB2.E627K,PB2.I220V,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sdc2,Sdc4,Sftpa1,Sftpb,St8sia6,Stat1,Tlr4,Usp18,Znfx1,cluster
16,"(100.35, 2853.05)",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,Undefined
17,"(100.47, 1945.97)",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,B_cells
18,"(1000.30, 2299.17)",0,2,7,0,0,2,6,3,0,0,6,2,0,2,0,0,10,4,0,1,2,3,1,0,1,1,2,17,2,2,0,1,0,0,13,0,0,0,0,8,2,0,0,0,0,0,0,11,0,0,0,4,34,0,2,0,0,26,11,3,Fibroblasts
19,"(1000.32, 2484.53)",3,4,6,1,0,1,13,14,0,0,13,23,3,0,0,4,13,0,1,4,7,4,0,6,3,2,6,4,4,9,0,8,1,0,11,0,0,0,0,17,12,0,0,0,0,0,18,12,0,0,0,2,29,0,0,1,2,31,10,8,Fibroblasts
20,"(1000.78, 1657.84)",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,8,1,0,Undefined
21,"(1000.81, 832.52)",0,4,1,0,0,0,1,1,0,0,2,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Macrophages
22,"(1000.82, 2657.54)",3,2,3,1,0,0,1,3,0,4,1,1,0,0,0,0,5,0,0,1,1,0,0,1,0,0,1,0,3,10,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,3,1,1,0,0,0,19,0,1,Undefined
23,"(1000.96, 2721.44)",3,4,5,0,0,0,0,0,0,1,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,3,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,5,0,0,3,0,0,Undefined
24,"(1001.02, 724.26)",0,1,0,0,0,0,3,3,0,0,1,1,1,4,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,3,14,0,0,0,0,5,3,2,B_cells
25,"(1001.11, 444.77)",6,3,2,0,0,0,2,2,0,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,3,1,0,0,0,9,1,4,B_cells
26,"(1001.26, 386.94)",2,4,2,0,0,1,1,1,0,0,18,14,0,2,0,0,10,0,2,0,1,0,0,3,0,0,0,3,6,10,0,0,2,0,2,0,0,0,0,3,1,2,0,0,0,0,17,3,0,0,0,8,6,0,1,0,0,21,1,3,Fibroblasts
27,"(1001.35, 1754.16)",3,5,2,0,0,1,2,1,0,2,3,5,0,0,0,1,11,1,0,0,0,1,0,2,0,1,0,2,6,1,0,0,0,0,2,0,0,0,0,6,18,0,1,0,0,0,0,10,0,0,0,3,2,0,1,0,0,15,6,0,Macrophages
28,"(1001.80, 2240.40)",2,2,3,2,0,0,16,3,0,0,11,1,1,2,5,2,4,2,0,22,27,1,1,3,1,0,2,5,7,90,0,52,2,1,10,0,5,0,4,9,10,12,0,0,0,0,0,10,0,3,0,2,21,0,0,0,1,51,0,1,Fibroblasts
29,"(1002.42, 1620.36)",7,1,2,0,0,0,1,3,0,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,Endothelial_cells
30,"(1002.47, 817.55)",3,1,0,1,0,0,2,1,0,2,5,3,0,3,0,1,2,0,0,0,0,0,1,0,0,0,1,3,0,8,0,0,2,0,6,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,6,6,2,0,0,0,5,8,3,Fibroblasts
31,"(1002.48, 171.95)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Macrophages
32,"(1002.77, 1183.39)",0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,2,2,6,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,8,0,1,Fibroblasts
33,"(1002.81, 1896.60)",0,0,3,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Fibroblasts
34,"(1002.93, 1133.00)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Undefined
35,"(1002.93, 1846.12)",4,3,0,0,0,0,1,1,0,2,1,10,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,2,2,0,Fibroblasts
36,"(1003.00, 1152.54)",0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,3,0,0,Fibroblasts
37,"(1003.08, 1697.14)",1,1,29,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,2,1,2,0,12,0,1,6,0,0,0,0,2,34,2,3,0,0,0,0,2,0,0,0,0,7,3,3,1,0,7,0,0,B_cells
38,"(1003.09, 1776.56)",1,2,5,0,0,0,0,3,0,0,0,3,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,Undefined
39,"(1003.10, 1920.08)",5,0,0,0,0,0,1,3,0,3,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,4,2,0,B_cells
40,"(1003.37, 1508.71)",0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,B_cells
41,"(1003.39, 1517.99)",6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,Endothelial_cells
42,"(1003.40, 69.54)",0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,0,3,Fibroblasts
43,"(1003.88, 1738.70)",1,3,16,0,0,0,1,1,0,0,1,1,1,1,0,0,10,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,3,8,0,0,0,0,1,0,0,0,1,0,5,4,9,14,0,0,3,2,0,Epithelial_cells
44,"(1004.00, 1356.02)",0,1,2,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,10,0,2,Fibroblasts
45,"(1004.13, 1954.98)",0,0,4,0,0,0,2,0,0,0,9,0,0,0,0,0,1,1,0,0,2,3,1,0,0,0,0,9,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,13,0,1,0,0,1,0,1,Fibroblasts
46,"(1004.29, 1124.39)",0,4,0,0,0,1,1,0,0,0,6,2,0,0,0,1,7,0,0,0,2,0,0,0,0,0,0,3,3,4,0,0,1,0,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,8,0,1,Fibroblasts
47,"(1004.32, 2603.16)",2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_cells
48,"(1004.46, 2576.35)",4,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,Endothelial_cells
49,"(1004.52, 1632.29)",2,4,7,0,0,0,0,1,0,1,3,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,23,0,0,B_cells
50,"(1004.72, 796.59)",3,1,23,0,0,1,6,0,0,1,0,1,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,14,6,0,1,0,12,0,2,B_cells
51,"(1004.95, 1860.79)",8,1,24,0,0,0,0,1,0,1,2,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,1,0,0,6,3,0,B_cells
52,"(1005.00, 700.12)",6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,2,Macrophages
53,"(1005.14, 2536.91)",16,5,19,0,0,0,3,1,1,1,1,5,0,5,0,1,3,0,0,1,4,0,1,0,0,0,7,2,3,6,0,3,4,0,14,0,0,0,0,7,0,0,0,0,0,1,0,1,1,0,1,2,15,14,24,0,1,10,5,7,Epithelial_cells
54,"(1005.25, 1684.92)",5,0,0,0,0,0,0,2,0,3,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,5,0,0,Endothelial_cells
55,"(1005.40, 483.12)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,1,4,Macrophages
56,"(1005.70, 1408.91)",2,2,1,0,0,0,0,5,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,8,13,0,4,0,0,3,0,0,0,0,2,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,7,0,0,Undefined
57,"(1005.84, 604.97)",3,5,15,0,0,1,2,4,0,0,1,2,0,0,0,0,4,0,0,3,4,0,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,7,5,0,1,15,0,2,B_cells
58,"(1006.01, 2341.80)",2,2,1,0,0,1,6,3,0,0,20,13,1,2,0,1,15,0,6,1,0,1,0,1,0,1,6,1,1,4,0,1,0,0,6,0,0,0,0,11,0,0,0,0,0,0,7,4,0,0,0,2,9,0,0,0,0,17,3,3,Fibroblasts
59,"(1006.03, 1801.81)",2,1,7,0,0,0,1,0,0,0,5,15,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,1,0,0,0,0,2,13,0,4,0,0,0,1,0,0,0,0,2,4,0,0,1,0,12,0,0,Fibroblasts
60,"(1006.11, 1927.35)",2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fibroblasts
61,"(1006.34, 986.61)",14,3,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,10,0,0,B_cells
62,"(1006.41, 715.23)",1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,4,0,2,B_cells
63,"(1006.63, 1166.53)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,Undefined
64,"(1007.11, 2252.55)",0,0,6,0,0,1,18,0,0,0,4,1,1,0,0,1,13,0,0,3,2,0,0,4,0,0,0,6,6,6,0,14,0,0,2,0,0,1,8,0,0,1,0,0,0,0,0,15,0,2,3,3,15,0,1,0,0,35,8,6,Neutrophils
65,"(1007.18, 1786.75)",2,1,0,0,0,0,0,1,0,1,0,7,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,11,3,0,Fibroblasts
66,"(1007.31, 1603.24)",2,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,5,4,0,B_cells
67,"(1007.46, 1018.45)",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Undefined
68,"(1007.71, 868.38)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,Epithelial_cells
69,"(1007.77, 1381.86)",0,6,1,0,0,0,0,4,0,0,7,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,1,7,2,2,Undefined
70,"(1007.92, 1050.62)",0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,Undefined
71,"(1008.43, 1887.01)",4,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,T_cells
72,"(1008.77, 961.33)",5,0,5,0,0,0,1,0,1,0,7,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,6,5,6,0,0,8,0,1,Fibroblasts
73,"(1009.42, 1815.21)",5,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8,0,0,Macrophages
74,"(1009.51, 1672.71)",1,3,0,0,0,0,1,2,0,0,4,11,1,1,0,0,4,0,0,0,0,0,0,0,3,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,25,0,2,0,2,2,1,0,0,0,0,6,2,0,0,0,0,10,14,0,Fibroblasts
75,"(1009.60, 2561.21)",0,1,7,0,0,0,4,1,0,0,0,0,0,1,0,0,4,2,0,0,1,1,0,0,0,0,5,2,2,1,0,0,0,0,9,0,0,0,0,4,2,0,0,0,0,1,0,2,1,0,0,3,10,0,2,0,0,7,1,2,B_cells
76,"(1009.70, 613.43)",1,1,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,3,0,4,0,2,6,4,3,Epithelial_cells
77,"(101.17, 1147.81)",0,2,0,0,0,0,0,0,0,0,9,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,6,8,0,0,0,0,1,0,1,Neutrophils
78,"(101.47, 1637.00)",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,7,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,Undefined
79,"(101.59, 968.26)",4,0,4,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,1,B_cells
80,"(101.82, 1655.52)",3,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,14,9,0,0,0,6,1,0,0,0,0,4,0,4,0,0,0,0,1,0,0,0,4,7,6,8,0,0,3,0,4,B_cells
81,"(101.85, 80.82)",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,0,0,Fibroblasts
82,"(101.93, 1666.35)",6,2,1,0,0,0,1,0,0,0,0,0,1,0,3,0,5,0,0,1,0,0,0,0,1,0,0,1,0,24,9,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,2,0,1,0,0,6,1,1,Undefined
83,"(1010.10, 475.79)",5,3,0,0,1,0,2,3,0,4,0,0,5,2,0,0,2,0,0,0,0,1,0,0,0,0,3,2,1,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,7,0,0,0,1,4,0,4,Undefined
84,"(1010.63, 551.82)",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,Macrophages
85,"(1010.83, 1947.00)",0,0,4,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,Fibroblasts
86,"(1010.96, 42.18)",0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,Fibroblasts
87,"(1010.99, 1652.22)",2,3,4,1,0,0,0,1,0,1,9,8,1,0,0,2,5,1,1,0,0,2,0,0,3,2,1,6,5,0,0,0,0,0,5,0,0,0,0,2,5,0,0,1,0,0,3,0,0,0,0,4,0,0,0,0,0,9,7,0,Fibroblasts
88,"(1011.03, 2751.91)",1,2,16,0,0,0,1,0,0,0,2,4,1,1,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,7,4,2,5,0,0,7,3,5,B_cells
89,"(1011.06, 2727.34)",1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,B_cells
90,"(1011.09, 2350.00)",0,1,0,0,0,0,1,0,0,0,3,1,0,0,2,0,1,0,2,2,1,0,0,1,0,0,1,0,14,7,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,9,0,5,Macrophages
91,"(1011.41, 704.79)",2,2,0,0,0,0,1,1,0,1,5,7,0,3,1,0,5,0,0,1,0,0,1,1,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,1,1,0,3,Fibroblasts
92,"(1011.56, 811.20)",3,0,2,0,0,0,0,2,0,2,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,0,0,0,0,5,1,0,B_cells
