,cell,Agbl1,Bank1,Ccl5,Ccr9,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Ddx60,Dhx58,Gzma,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sftpa1,Sftpb,St8sia6,Stat1,Usp18,Znfx1,unknow,cluster
6444,"(1815.24, 979.09)",0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B_cells
6445,"(1815.48, 1173.98)",2,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,1,Macrophages
6446,"(1815.65, 1422.81)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
6447,"(1815.69, 2215.66)",2,2,0,0,4,0,0,1,2,3,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,1,1,B_cells
6448,"(1815.84, 2382.53)",1,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,3,9,4,B_cells
6449,"(1815.84, 422.40)",1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,4,0,0,3,2,1,B_cells
6450,"(1816.04, 1778.11)",0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,B_cells
6451,"(1816.34, 1331.28)",3,2,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,5,Fibroblasts
6452,"(1816.38, 336.11)",4,7,2,0,2,0,0,9,13,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,4,13,8,Fibroblasts
6453,"(1816.69, 951.59)",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,Macrophages
6454,"(1816.79, 717.68)",0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,5,1,NK_cells
6455,"(1817.17, 483.45)",1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,Macrophages
6456,"(1817.23, 2350.49)",2,1,0,1,2,0,0,1,3,2,0,1,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,1,2,0,0,1,2,6,NK_cells
6457,"(1817.28, 183.40)",3,3,0,0,3,0,2,5,36,19,0,0,0,0,1,0,1,0,0,0,0,0,18,2,0,0,0,0,1,0,1,8,12,17,Fibroblasts
6458,"(1817.34, 877.01)",0,4,0,0,2,0,0,2,2,4,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,4,1,Undefined
6459,"(1817.38, 1558.58)",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Macrophages
6460,"(1817.64, 1497.41)",1,3,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,Macrophages
6461,"(1817.67, 1739.65)",0,7,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,0,3,0,0,Epithelial_cells
6462,"(1817.67, 627.38)",3,10,1,0,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,4,0,0,1,1,3,0,0,5,5,1,0,4,1,1,Epithelial_cells
6463,"(1817.74, 1841.16)",0,1,0,0,0,0,0,2,1,11,0,0,0,0,0,0,0,1,0,3,0,0,1,1,0,0,0,0,2,0,4,0,4,12,Fibroblasts
6464,"(1818.05, 1062.24)",4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,1,Undefined
6465,"(1818.05, 528.82)",1,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,3,0,Fibroblasts
6466,"(1818.27, 1304.31)",4,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,Fibroblasts
6467,"(1818.48, 1124.74)",4,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,Fibroblasts
6468,"(1818.67, 1794.58)",0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,Fibroblasts
6469,"(1818.67, 2519.83)",1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,Endothelial_cells
6470,"(1818.76, 1705.56)",0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,5,0,0,1,5,2,Endothelial_cells
6471,"(1818.76, 354.76)",1,24,0,0,2,1,0,2,4,6,0,1,0,0,0,0,0,0,0,4,0,2,0,3,2,1,0,0,10,0,2,5,4,4,B_cells
6472,"(1818.78, 913.52)",0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,7,B_cells
6473,"(1818.82, 1156.06)",0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,4,5,2,Undefined
6474,"(1818.83, 560.53)",5,3,0,0,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,6,2,T_cells
6475,"(1818.85, 2229.74)",0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,13,3,Endothelial_cells
6476,"(1818.87, 2668.94)",3,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,1,2,0,0,0,6,11,9,Undefined
6477,"(1819.07, 1239.17)",3,8,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,8,0,0,0,1,2,0,1,1,1,0,0,7,5,6,Macrophages
6478,"(1819.08, 459.24)",1,3,3,0,3,0,0,0,5,6,0,1,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,3,8,1,Undefined
6479,"(1819.23, 810.75)",1,9,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,5,0,B_cells
6480,"(1819.39, 2362.12)",0,2,0,0,1,0,0,3,9,3,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,4,0,4,10,2,1,Fibroblasts
6481,"(1819.62, 676.47)",1,10,1,0,2,0,0,3,8,8,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,8,0,1,0,2,3,Fibroblasts
6482,"(1819.75, 747.27)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,8,4,1,Macrophages
6483,"(1819.83, 600.13)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,Endothelial_cells
6484,"(1819.85, 1220.91)",6,2,0,1,2,0,0,1,2,5,0,0,0,1,0,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,4,7,1,Macrophages
6485,"(182.04, 1087.22)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Macrophages
6486,"(182.07, 1440.87)",2,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,Endothelial_cells
6487,"(182.08, 546.83)",2,19,2,0,2,0,1,2,6,7,0,0,0,0,0,0,0,0,0,6,1,2,0,1,0,0,0,0,1,0,0,12,2,14,B_cells
6488,"(182.24, 1118.66)",2,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,0,2,0,2,Macrophages
6489,"(182.24, 750.60)",3,7,1,0,7,0,0,3,1,14,0,2,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,2,0,0,3,0,2,B_cells
6490,"(182.27, 889.95)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Undefined
6491,"(182.58, 1756.07)",1,4,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,7,2,0,Fibroblasts
6492,"(182.70, 1369.80)",1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,8,0,1,NK_cells
6493,"(182.72, 1482.49)",1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,Fibroblasts
6494,"(182.80, 2186.55)",3,3,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,3,0,0,0,8,1,9,Macrophages
6495,"(182.91, 2035.52)",1,11,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0,0,1,0,1,8,0,1,0,0,0,0,10,0,1,8,1,1,Endothelial_cells
6496,"(182.95, 1313.47)",0,17,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,13,0,0,1,0,4,B_cells
6497,"(1820.09, 899.17)",0,4,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,1,Fibroblasts
6498,"(1820.12, 1506.59)",0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,3,3,1,Macrophages
6499,"(1820.18, 793.04)",2,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,B_cells
6500,"(1820.28, 1654.11)",0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,2,2,4,Undefined
6501,"(1820.35, 2066.78)",1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,5,Fibroblasts
6502,"(1820.51, 2277.91)",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,1,0,1,0,0,3,8,5,Undefined
6503,"(1820.71, 1679.62)",5,3,0,0,2,0,1,0,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,5,2,B_cells
6504,"(1820.76, 988.76)",0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,Fibroblasts
6505,"(1820.95, 2789.74)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,Undefined
6506,"(1821.07, 1569.22)",0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,8,5,Macrophages
6507,"(1821.14, 1104.02)",1,11,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,7,0,0,6,1,4,Macrophages
6508,"(1821.39, 1006.27)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,Fibroblasts
6509,"(1821.42, 730.33)",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,B_cells
6510,"(1821.44, 2403.15)",3,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,1,11,Epithelial_cells
6511,"(1821.49, 888.27)",1,2,0,0,2,0,0,5,4,1,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,5,0,Fibroblasts
6512,"(1821.63, 1191.66)",1,4,1,0,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,6,4,0,B_cells
6513,"(1821.70, 1134.99)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,0,Fibroblasts
6514,"(1821.76, 1073.64)",3,9,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,8,0,0,8,5,2,Undefined
6515,"(1821.81, 638.20)",0,5,1,0,4,0,3,3,6,1,0,1,0,0,0,0,0,0,0,9,0,1,0,1,1,0,1,0,0,0,0,2,2,1,Macrophages
6516,"(1821.92, 1471.63)",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,Undefined
6517,"(1821.99, 1829.40)",1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,B_cells
6518,"(1822.50, 801.80)",1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,3,3,1,Macrophages
6519,"(1822.71, 2691.60)",0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,1,2,B_cells
6520,"(1822.74, 508.37)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Undefined
6521,"(1823.14, 1806.88)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Macrophages
6522,"(1823.24, 2218.11)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Undefined
6523,"(1823.26, 471.01)",1,1,1,0,2,0,0,1,2,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,6,2,B_cells
6524,"(1823.46, 2166.40)",1,4,0,0,5,0,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,B_cells
6525,"(1823.60, 1717.15)",4,6,1,1,0,0,0,5,7,9,0,0,0,0,1,0,0,1,0,3,2,2,0,0,0,0,0,0,3,0,1,20,11,4,Fibroblasts
6526,"(1823.71, 2179.66)",0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,0,1,B_cells
6527,"(1823.78, 540.68)",1,3,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,3,3,2,NK_cells
6528,"(1823.83, 426.66)",0,14,1,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,1,0,2,8,0,1,3,0,1,B_cells
6529,"(1823.87, 1177.34)",1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,5,1,0,1,0,2,Undefined
6530,"(1823.88, 773.23)",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,Macrophages
6531,"(1824.13, 2196.01)",5,7,0,1,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,14,1,0,0,0,0,0,0,0,0,0,2,1,1,3,Macrophages
6532,"(1824.33, 1696.09)",1,16,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,13,0,0,3,2,1,B_cells
6533,"(1824.76, 977.71)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,Macrophages
6534,"(1824.93, 1778.58)",3,1,3,0,1,0,0,3,5,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,2,1,3,NK_cells
6535,"(1825.04, 574.36)",3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,7,3,Endothelial_cells
6536,"(1825.08, 2799.12)",1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,7,B_cells
6537,"(1825.23, 2447.18)",1,1,0,1,13,0,1,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,8,4,B_cells
6538,"(1825.50, 1461.59)",3,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,2,2,Macrophages
6539,"(1825.55, 2538.31)",0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,Undefined
6540,"(1825.57, 1512.08)",2,6,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,17,15,NK_cells
6541,"(1825.68, 1765.52)",2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,2,3,1,Macrophages
6542,"(1825.84, 2464.74)",0,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,1,0,0,0,1,7,12,5,Macrophages
6543,"(1825.89, 854.33)",1,6,0,0,0,0,0,2,2,2,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,3,3,NK_cells
6544,"(1826.17, 782.26)",2,1,1,1,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,1,Undefined
6545,"(1826.19, 2059.33)",0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,Fibroblasts
6546,"(1826.31, 714.49)",3,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,Macrophages
6547,"(1826.43, 2680.05)",0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,Fibroblasts
6548,"(1826.79, 375.62)",2,4,0,0,1,0,0,2,8,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,2,2,1,Fibroblasts
6549,"(1826.82, 1033.37)",0,3,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,10,1,2,Fibroblasts
6550,"(1827.02, 648.53)",1,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,4,2,Macrophages
6551,"(1827.37, 1666.00)",0,1,4,0,1,0,0,0,4,5,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,0,2,13,12,NK_cells
6552,"(1827.65, 2345.64)",1,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,1,Macrophages
6553,"(1827.85, 1391.81)",6,18,0,0,0,0,1,2,3,17,0,2,0,2,1,0,0,0,1,6,0,1,0,0,0,0,0,3,0,0,4,8,11,22,B_cells
6554,"(1827.85, 2138.58)",3,2,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,4,0,0,6,6,T_cells
6555,"(1827.92, 1731.95)",2,5,0,0,1,0,0,3,1,5,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,2,2,18,9,Endothelial_cells
6556,"(1828.11, 488.64)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,9,0,0,1,1,0,Epithelial_cells
6557,"(1828.20, 2385.39)",0,5,0,0,2,0,0,1,0,2,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,6,1,1,NK_cells
6558,"(1828.28, 1798.60)",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,0,B_cells
6559,"(1828.38, 2375.45)",0,3,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,B_cells
6560,"(1828.40, 686.82)",0,17,0,0,4,1,0,0,1,6,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,21,0,0,2,3,1,Epithelial_cells
6561,"(1828.53, 1368.50)",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,B_cells
6562,"(1828.54, 2525.15)",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,Undefined
6563,"(1828.66, 944.64)",0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,Macrophages
6564,"(1828.70, 1790.37)",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
6565,"(1828.75, 1751.13)",2,1,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,5,3,3,Fibroblasts
6566,"(1828.81, 2070.69)",0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NK_cells
6567,"(1829.07, 2047.64)",2,11,1,0,0,2,0,4,1,4,0,1,0,0,0,0,1,0,1,4,0,1,1,0,1,0,0,0,8,0,0,5,2,2,Macrophages
6568,"(1829.10, 993.10)",0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,B_cells
6569,"(1829.18, 1813.70)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
6570,"(1829.20, 737.02)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Macrophages
6571,"(1829.29, 625.19)",2,0,0,1,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,3,Endothelial_cells
6572,"(1829.42, 475.74)",0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,Endothelial_cells
6573,"(1829.48, 906.61)",0,2,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,1,4,2,Undefined
6574,"(1829.49, 1625.02)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,Undefined
6575,"(1829.81, 559.99)",7,3,0,0,5,0,3,0,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,2,0,B_cells
6576,"(1829.92, 1113.49)",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,Undefined
6577,"(1829.93, 789.89)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
6578,"(183.13, 408.88)",3,3,2,0,3,1,0,0,10,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,2,0,0,6,2,4,Fibroblasts
6579,"(183.23, 1458.76)",0,2,0,0,1,0,0,4,11,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,Fibroblasts
6580,"(183.25, 629.55)",1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6,2,1,Endothelial_cells
6581,"(183.36, 1471.12)",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,Fibroblasts
6582,"(183.86, 2578.22)",6,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,13,Undefined
6583,"(183.98, 768.73)",0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Epithelial_cells
6584,"(1830.15, 2476.10)",0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,5,2,B_cells
6585,"(1830.16, 344.47)",2,31,0,0,3,1,0,12,15,4,0,0,0,0,0,0,0,0,1,6,0,3,4,0,2,2,1,4,28,1,1,4,19,3,Epithelial_cells
6586,"(1830.17, 1896.92)",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,5,B_cells
6587,"(1830.31, 2416.50)",0,6,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,2,6,0,T_cells
6588,"(1830.35, 1833.50)",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,B_cells
6589,"(1830.49, 2354.96)",1,3,0,0,1,0,0,2,6,4,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,2,0,1,Macrophages
6590,"(1830.50, 861.15)",2,2,1,0,0,0,0,1,9,2,0,3,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,2,8,0,NK_cells
6591,"(1830.82, 2168.89)",0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,7,0,0,3,0,0,2,9,0,0,0,2,1,Endothelial_cells
6592,"(1830.90, 2295.81)",0,3,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,1,1,Endothelial_cells
6593,"(1831.13, 1450.94)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Undefined
6594,"(1831.18, 496.82)",2,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,2,Fibroblasts
