,cell,Agbl1,Bank1,Ccl5,Ccr9,Cd79a,Chil3,Cldn5,Col1a2,Col3a1,Ddx60,Dhx58,Gzma,Ifi30,Ifi35,Ifih1,Ifit1,Ifit2,Ifit3,Isg15,Kcnip4,Pkib,Prickle2,Retnlg,Rsad2,S100a8,S100a9,Samhd1,Sftpa1,Sftpb,St8sia6,Stat1,Usp18,Znfx1,unknow,cluster
20048,"(673.28, 1692.95)",0,5,0,1,0,1,0,2,4,4,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,1,4,0,0,6,0,0,Endothelial_cells
20049,"(673.40, 1665.25)",2,2,2,1,1,0,2,8,11,7,0,3,0,0,0,0,0,0,3,3,1,1,1,1,0,0,1,0,1,1,1,11,2,3,NK_cells
20050,"(673.49, 1934.08)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Macrophages
20051,"(673.71, 1533.64)",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,9,Endothelial_cells
20052,"(673.72, 1138.24)",3,1,3,1,3,0,0,2,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,5,1,0,NK_cells
20053,"(674.29, 1086.27)",3,2,0,0,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,3,11,2,Endothelial_cells
20054,"(674.29, 2176.44)",2,6,3,2,2,0,0,9,13,10,0,1,0,0,0,0,0,0,1,14,0,1,2,1,0,0,0,4,1,1,3,9,6,9,Macrophages
20055,"(674.77, 40.15)",1,11,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,7,0,2,B_cells
20056,"(674.80, 1601.69)",1,5,0,0,3,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,16,Undefined
20057,"(674.80, 1913.34)",6,3,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,2,3,0,Macrophages
20058,"(674.83, 2603.03)",0,4,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,5,1,Macrophages
20059,"(674.95, 624.31)",0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,B_cells
20060,"(675.07, 999.82)",7,2,0,1,1,0,2,5,2,7,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,7,8,0,Macrophages
20061,"(675.09, 2412.77)",0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,1,3,Endothelial_cells
20062,"(675.21, 147.48)",3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,8,9,3,Macrophages
20063,"(675.26, 1295.24)",2,3,0,0,1,0,0,5,13,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,2,6,Fibroblasts
20064,"(675.30, 2401.11)",0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,B_cells
20065,"(675.63, 2199.40)",3,13,0,0,0,1,0,8,4,1,0,1,0,0,0,0,0,0,2,1,0,5,5,2,0,1,0,1,3,0,0,15,6,14,Endothelial_cells
20066,"(675.81, 910.73)",4,3,0,0,2,0,5,1,5,2,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,1,5,Endothelial_cells
20067,"(675.89, 874.46)",3,4,0,0,1,0,0,0,3,5,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,10,4,5,Macrophages
20068,"(675.91, 2386.46)",2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,6,B_cells
20069,"(676.02, 815.06)",3,11,3,0,1,0,1,4,11,3,0,0,0,0,0,0,0,0,0,13,0,2,0,2,0,0,0,3,0,0,0,2,2,0,Macrophages
20070,"(676.13, 1124.15)",3,1,2,2,1,0,0,2,2,5,0,0,0,0,0,0,1,0,1,6,0,0,2,1,0,0,3,0,0,0,0,8,2,4,Macrophages
20071,"(676.21, 900.01)",0,2,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0,2,2,3,Macrophages
20072,"(676.23, 2621.36)",4,5,0,0,2,1,0,1,1,5,0,1,0,0,0,0,0,0,0,6,2,1,0,0,0,1,2,0,2,1,0,8,8,6,Macrophages
20073,"(676.55, 2160.06)",0,3,0,0,0,0,0,0,0,7,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,5,Epithelial_cells
20074,"(676.65, 1264.40)",6,0,1,4,1,1,0,8,13,0,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,1,0,0,23,5,4,Fibroblasts
20075,"(676.87, 121.94)",0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,2,3,4,7,Macrophages
20076,"(676.96, 2120.76)",8,5,1,0,3,0,2,1,7,10,0,0,0,0,0,0,0,0,0,10,0,1,0,2,0,0,0,0,0,2,1,5,0,7,Macrophages
20077,"(677.02, 542.65)",14,14,1,5,6,0,8,2,6,3,0,1,0,0,1,0,0,0,0,10,0,2,0,3,0,0,0,2,0,1,0,6,12,12,Endothelial_cells
20078,"(677.55, 291.62)",0,10,0,0,4,2,0,2,6,3,0,0,1,0,0,0,0,0,3,4,0,3,0,1,0,0,1,1,11,0,0,10,2,5,Macrophages
20079,"(677.96, 2527.77)",5,12,2,0,4,0,1,0,4,1,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,4,2,2,0,0,3,20,Undefined
20080,"(678.00, 1858.69)",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,B_cells
20081,"(678.19, 280.33)",0,1,0,0,1,0,0,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,4,5,7,Fibroblasts
20082,"(678.21, 611.64)",3,3,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,2,2,6,0,NK_cells
20083,"(678.37, 2036.59)",0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,2,0,5,Undefined
20084,"(678.39, 2663.05)",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,4,3,2,B_cells
20085,"(678.40, 1786.32)",4,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,4,Neutrophils
20086,"(678.50, 1887.99)",1,3,0,0,2,0,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,Undefined
20087,"(678.70, 1414.74)",1,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,19,B_cells
20088,"(678.75, 770.79)",6,3,0,1,1,0,0,3,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,Fibroblasts
20089,"(678.94, 2558.33)",1,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,2,1,2,Endothelial_cells
20090,"(679.03, 2101.93)",5,1,1,0,5,0,1,0,1,4,0,1,0,0,2,0,0,0,1,9,3,0,0,0,0,0,0,0,5,0,2,2,6,1,Macrophages
20091,"(679.32, 2020.80)",0,1,0,0,10,0,0,0,1,5,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,3,5,4,B_cells
20092,"(679.54, 1035.10)",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,B_cells
20093,"(68.23, 274.28)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,Undefined
20094,"(68.30, 965.30)",0,4,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,1,Epithelial_cells
20095,"(68.38, 1048.70)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,Fibroblasts
20096,"(68.45, 1245.16)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,B_cells
20097,"(68.51, 1710.07)",1,1,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,Fibroblasts
20098,"(68.52, 2583.31)",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,B_cells
20099,"(68.94, 304.76)",1,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,1,6,1,Epithelial_cells
20100,"(680.03, 1008.04)",0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,Undefined
20101,"(680.13, 885.31)",2,29,0,0,6,1,1,1,2,2,0,0,0,0,1,0,0,0,0,11,0,2,0,1,0,0,0,5,5,1,0,1,6,1,B_cells
20102,"(680.21, 1841.97)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,Macrophages
20103,"(680.21, 790.88)",2,4,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,2,3,0,0,Macrophages
20104,"(680.57, 2092.92)",0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,4,0,1,B_cells
20105,"(681.02, 600.78)",1,2,2,0,0,0,1,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,3,1,2,NK_cells
20106,"(681.15, 2262.65)",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,B_cells
20107,"(681.33, 254.18)",1,5,0,0,2,0,0,6,6,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,1,0,0,0,2,1,9,0,Fibroblasts
20108,"(681.98, 487.07)",1,0,1,0,2,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Fibroblasts
20109,"(682.11, 626.99)",6,9,1,0,2,0,3,2,3,9,0,1,0,0,0,0,0,0,0,10,1,0,1,2,0,0,0,1,0,0,0,4,2,3,Macrophages
20110,"(682.28, 2651.34)",1,4,1,0,3,0,0,2,1,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,4,1,0,4,7,2,Undefined
20111,"(682.40, 2311.19)",2,20,0,1,0,2,1,1,0,1,0,0,0,3,0,1,0,0,2,3,0,3,0,2,1,2,0,2,15,0,1,1,10,8,B_cells
20112,"(682.47, 1184.28)",2,3,0,0,7,0,0,2,4,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,4,10,3,B_cells
20113,"(682.76, 2046.07)",1,3,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,5,0,1,0,1,0,0,0,1,1,0,0,4,0,4,Undefined
20114,"(682.82, 1056.08)",3,1,0,2,1,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,Endothelial_cells
20115,"(683.02, 2634.29)",4,2,0,1,3,1,0,1,1,4,0,0,0,0,2,1,0,1,0,2,0,0,0,1,0,0,0,0,5,0,2,1,7,3,Undefined
20116,"(683.12, 660.20)",5,4,1,1,4,0,4,1,3,1,0,0,2,0,0,0,0,4,1,11,0,1,0,0,0,0,0,0,0,0,0,13,1,18,Macrophages
20117,"(683.28, 1137.52)",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,3,1,Epithelial_cells
20118,"(683.45, 2591.09)",1,3,0,1,1,0,0,2,2,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,9,1,6,Fibroblasts
20119,"(683.78, 2379.35)",1,6,0,1,0,0,0,4,4,9,0,0,1,1,2,1,0,2,1,5,0,2,0,0,0,0,1,0,2,0,4,8,7,14,Fibroblasts
20120,"(683.95, 2492.30)",1,4,1,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,3,Undefined
20121,"(684.06, 2626.13)",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,1,Epithelial_cells
20122,"(684.07, 1711.69)",9,20,0,0,1,0,0,2,5,8,0,0,1,0,0,1,0,0,1,6,0,6,0,2,0,0,0,7,16,1,1,7,8,7,Undefined
20123,"(684.17, 2505.86)",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Endothelial_cells
20124,"(684.30, 242.41)",0,12,0,0,1,1,0,3,1,5,0,1,0,1,0,0,0,0,1,5,0,2,0,1,1,0,0,0,8,0,1,10,7,6,B_cells
20125,"(684.40, 1928.21)",2,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,Fibroblasts
20126,"(684.45, 2478.13)",2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,Undefined
20127,"(684.46, 1022.85)",2,7,0,1,4,0,0,0,3,5,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,6,7,2,B_cells
20128,"(684.79, 740.26)",1,8,0,0,0,0,0,6,4,10,0,4,0,0,2,0,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,13,1,1,NK_cells
20129,"(684.82, 2641.41)",4,2,0,2,1,0,0,1,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,2,2,0,3,Fibroblasts
20130,"(684.90, 2603.06)",0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,2,0,Neutrophils
20131,"(685.36, 2076.93)",4,3,0,3,1,0,0,1,3,3,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,2,4,4,Fibroblasts
20132,"(685.44, 779.15)",1,15,0,0,0,0,0,2,1,2,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,1,0,3,17,0,0,2,0,1,Epithelial_cells
20133,"(685.70, 2402.77)",6,15,6,1,4,0,0,1,3,8,0,0,0,0,1,0,0,0,1,21,0,2,0,2,0,0,0,4,0,1,1,3,13,8,Macrophages
20134,"(686.17, 1863.36)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Macrophages
20135,"(686.22, 1110.34)",15,2,0,2,3,0,7,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,9,1,3,Endothelial_cells
20136,"(686.25, 103.67)",2,8,2,0,2,0,2,2,4,7,0,0,0,0,1,0,0,0,1,10,2,0,0,1,0,0,0,0,1,0,0,5,7,1,Macrophages
20137,"(686.56, 1171.94)",2,2,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,4,B_cells
20138,"(686.75, 2863.28)",0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,Fibroblasts
20139,"(686.75, 534.65)",1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,1,B_cells
20140,"(686.90, 966.96)",4,5,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,4,0,0,1,14,3,Fibroblasts
20141,"(687.14, 2114.31)",3,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1,1,NK_cells
20142,"(687.28, 2252.53)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,Macrophages
20143,"(687.64, 120.99)",0,3,0,0,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,Fibroblasts
20144,"(688.30, 1879.77)",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,NK_cells
20145,"(688.34, 183.51)",1,6,1,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,12,0,0,6,6,1,Neutrophils
20146,"(688.67, 2023.14)",1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,B_cells
20147,"(688.80, 1044.59)",1,8,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,8,0,0,2,0,1,Endothelial_cells
20148,"(688.88, 1306.13)",5,2,1,0,3,0,1,0,19,6,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,4,7,9,Fibroblasts
20149,"(688.94, 272.48)",0,9,0,0,0,1,0,1,2,4,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,2,4,0,3,6,8,4,Undefined
20150,"(688.99, 769.77)",1,7,0,0,1,1,0,1,5,1,0,0,0,0,0,0,0,0,0,3,0,2,2,2,0,0,0,1,6,0,0,3,4,2,Undefined
20151,"(689.20, 1088.06)",5,3,1,2,0,0,0,3,3,0,0,1,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,6,1,6,Macrophages
20152,"(689.31, 1893.65)",4,1,0,0,4,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,4,7,B_cells
20153,"(689.35, 806.46)",2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Endothelial_cells
20154,"(689.50, 1871.18)",0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,2,1,Undefined
20155,"(689.58, 1146.09)",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,Endothelial_cells
20156,"(689.68, 1650.40)",2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,4,0,0,Epithelial_cells
20157,"(689.77, 1816.47)",0,2,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,3,0,1,0,3,B_cells
20158,"(689.87, 1964.83)",1,17,0,0,2,0,0,2,3,3,0,0,0,0,0,0,0,0,0,3,1,3,0,1,1,0,0,0,5,0,2,3,0,7,B_cells
20159,"(69.35, 2199.98)",2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,5,Undefined
20160,"(69.36, 862.66)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Undefined
20161,"(69.43, 472.18)",3,1,1,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,2,3,B_cells
20162,"(69.44, 2680.92)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,B_cells
20163,"(69.45, 2443.25)",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,B_cells
20164,"(69.72, 1205.50)",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,Fibroblasts
20165,"(69.96, 1882.22)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Undefined
20166,"(690.04, 2278.59)",2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,3,1,10,Undefined
20167,"(690.09, 1216.34)",5,2,0,0,1,0,0,27,23,3,0,0,0,0,0,0,0,0,0,4,0,2,49,3,0,0,1,0,2,0,0,9,9,2,Neutrophils
20168,"(690.10, 2341.39)",3,7,1,0,1,0,2,0,3,3,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,2,1,1,2,1,11,15,Undefined
20169,"(690.14, 1258.53)",2,5,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,Fibroblasts
20170,"(690.62, 1153.70)",3,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,B_cells
20171,"(690.74, 170.85)",7,0,0,1,4,1,2,0,3,5,0,0,0,1,0,0,0,0,0,6,1,0,0,1,0,0,0,0,4,0,0,9,8,5,Undefined
20172,"(690.99, 1128.36)",1,1,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,4,2,2,B_cells
20173,"(691.27, 1661.11)",0,23,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,9,17,0,2,0,2,4,Epithelial_cells
20174,"(691.49, 1840.01)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undefined
20175,"(691.52, 874.50)",0,3,2,0,5,0,3,1,1,4,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,4,4,3,B_cells
20176,"(691.64, 2390.26)",12,16,17,2,2,0,4,0,4,14,0,0,0,0,3,0,2,4,1,37,2,3,0,1,1,0,0,3,1,0,5,7,13,30,Macrophages
20177,"(691.96, 1997.50)",3,4,0,2,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,3,4,Macrophages
20178,"(691.96, 288.74)",3,10,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4,0,2,0,0,1,1,0,0,12,0,0,7,1,6,Epithelial_cells
20179,"(692.00, 1917.44)",4,6,1,1,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,3,0,T_cells
20180,"(692.01, 2086.82)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,Undefined
20181,"(692.02, 886.87)",1,3,1,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,2,0,1,Macrophages
20182,"(692.30, 2654.25)",0,2,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,2,Undefined
20183,"(692.33, 1071.70)",3,4,2,0,0,0,2,1,2,8,0,0,0,0,0,0,0,0,0,7,0,2,0,4,0,0,0,1,0,0,1,1,5,3,Macrophages
20184,"(692.42, 605.34)",0,5,5,0,1,1,0,1,13,4,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,0,0,6,6,2,NK_cells
20185,"(692.43, 760.21)",3,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,2,0,4,Fibroblasts
20186,"(692.59, 1325.87)",17,3,1,4,5,0,0,4,27,5,0,2,0,0,1,0,0,1,1,11,0,0,3,0,0,0,0,1,0,0,1,10,9,15,Fibroblasts
20187,"(692.60, 748.52)",2,2,4,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,7,0,1,1,1,0,0,0,0,0,0,1,5,5,3,NK_cells
20188,"(692.65, 1796.78)",3,1,0,0,4,0,0,0,1,7,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,4,B_cells
20189,"(692.90, 1011.09)",0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,Fibroblasts
20190,"(692.96, 2608.52)",7,3,0,0,2,0,1,2,3,2,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,7,6,5,NK_cells
20191,"(693.20, 1754.10)",1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,4,Undefined
20192,"(693.26, 791.97)",3,13,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,2,1,0,6,2,5,B_cells
20193,"(693.39, 2105.30)",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,6,0,4,Macrophages
20194,"(693.40, 2496.05)",1,2,0,0,1,0,0,0,3,4,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0,1,0,0,2,0,3,2,4,T_cells
20195,"(693.46, 2033.85)",1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,B_cells
20196,"(693.51, 907.24)",1,4,1,0,0,0,0,3,8,2,0,0,1,0,2,0,0,1,0,3,0,0,3,0,0,0,1,0,0,0,0,10,5,6,Fibroblasts
20197,"(693.73, 2644.88)",0,1,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,Fibroblasts
20198,"(693.75, 2483.40)",4,33,7,0,2,1,3,0,8,11,2,1,0,0,3,0,0,0,1,40,0,1,0,17,0,0,1,5,1,3,1,3,14,17,Macrophages
20199,"(694.11, 2619.26)",2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,B_cells
20200,"(694.19, 2146.85)",3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,1,1,Endothelial_cells
